*Parameters
ProblemName RBWQN50A200C150W2MM_S6077
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 50
num_arcs 200
num_commodities 150
seed_num 6077
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 41 15 1.000 746 774 20
2 47 18 1.000 925 642 19
3 32 12 1.000 747 1090 19
4 21 35 1.000 808 723 16
5 49 37 1.000 626 739 15
6 21 1 1.000 1060 833 20
7 3 16 1.000 771 602 24
8 47 29 1.000 796 943 17
9 37 12 1.000 918 894 15
10 21 48 1.000 887 778 16
11 33 40 1.000 691 967 18
12 12 45 1.000 828 998 23
13 49 2 1.000 832 566 24
14 11 43 1.000 743 723 23
15 50 15 1.000 782 729 16
16 2 5 1.000 858 642 25
17 20 6 1.000 843 739 15
18 49 40 1.000 883 505 15
19 43 13 1.000 1019 766 25
20 42 43 1.000 760 672 16
21 39 20 1.000 827 763 21
22 25 18 1.000 864 664 18
23 44 6 1.000 785 750 21
24 49 3 1.000 717 700 19
25 21 22 1.000 924 1005 19
26 14 50 1.000 721 584 18
27 22 32 1.000 893 634 19
28 22 48 1.000 784 771 25
29 48 10 1.000 799 915 22
30 11 44 1.000 730 825 19
31 25 46 1.000 716 913 24
32 19 39 1.000 871 882 19
33 21 30 1.000 780 860 23
34 14 32 1.000 819 652 22
35 39 48 1.000 703 1090 15
36 25 2 1.000 993 703 24
37 38 14 1.000 633 1026 19
38 7 27 1.000 810 686 15
39 11 1 1.000 776 908 19
40 28 30 1.000 623 858 24
41 12 24 1.000 927 831 16
42 9 17 1.000 965 649 20
43 8 23 1.000 627 695 20
44 20 16 1.000 807 650 18
45 34 33 1.000 694 837 21
46 4 16 1.000 886 681 25
47 47 38 1.000 872 910 23
48 3 2 1.000 838 646 19
49 36 37 1.000 800 837 20
50 6 12 1.000 931 938 15
51 32 47 1.000 563 1198 19
52 11 45 1.000 713 847 25
53 15 14 1.000 754 686 15
54 5 25 1.000 659 713 16
55 21 14 1.000 848 811 17
56 2 40 1.000 815 871 25
57 33 23 1.000 552 713 22
58 39 14 1.000 824 910 20
59 17 12 1.000 729 1104 16
60 48 36 1.000 875 908 22
61 46 17 1.000 691 940 17
62 33 35 1.000 668 713 16
63 18 48 1.000 912 623 23
64 7 34 1.000 764 707 20
65 36 12 1.000 877 1082 16
66 12 15 1.000 791 978 19
67 28 46 1.000 756 763 19
68 2 20 1.000 496 780 19
69 2 43 1.000 704 694 20
70 46 15 1.000 904 818 23
71 43 4 1.000 801 917 23
72 27 19 1.000 770 836 24
73 1 13 1.000 732 885 15
74 46 32 1.000 801 744 18
75 49 26 1.000 609 779 22
76 19 29 1.000 783 1056 23
77 14 40 1.000 873 811 24
78 21 17 1.000 757 1021 18
79 35 10 1.000 663 841 21
80 35 19 1.000 793 768 16
81 48 5 1.000 726 956 17
82 36 44 1.000 795 802 17
83 27 17 1.000 926 726 22
84 11 46 1.000 592 829 17
85 24 35 1.000 826 689 17
86 34 12 1.000 810 933 22
87 44 22 1.000 1013 563 23
88 11 26 1.000 679 762 15
89 27 50 1.000 767 893 25
90 6 2 1.000 937 756 20
91 4 30 1.000 647 809 23
92 15 25 1.000 561 999 20
93 1 26 1.000 828 785 20
94 28 41 1.000 954 748 15
95 50 6 1.000 826 861 25
96 44 20 1.000 501 675 16
97 2 13 1.000 684 798 24
98 28 4 1.000 871 704 23
99 28 38 1.000 1000 671 21
100 35 44 1.000 858 608 24
101 36 27 1.000 789 780 18
102 12 27 1.000 728 995 23
103 37 6 1.000 851 921 21
104 15 1 1.000 913 984 24
105 26 48 1.000 820 698 22
106 12 1 1.000 1121 946 16
107 11 20 1.000 843 515 21
108 11 17 1.000 884 773 19
109 35 8 1.000 752 661 20
110 36 24 1.000 817 773 16
111 50 31 1.000 796 723 21
112 36 8 1.000 805 848 15
113 24 11 1.000 920 832 21
