*Parameters
ProblemName RBWQN30A120C90W2MM_S1943
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 30
num_arcs 120
num_commodities 90
seed_num 1943
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 16 30 1.000 535 671 17
2 20 29 1.000 786 625 20
3 19 12 1.000 617 636 17
4 1 9 1.000 783 631 23
5 11 29 1.000 779 527 16
6 16 26 1.000 823 541 19
7 10 20 1.000 621 548 19
8 30 27 1.000 1260 900 24
9 28 24 1.000 555 918 16
10 9 12 1.000 515 652 19
11 10 6 1.000 892 735 24
12 27 4 1.000 873 888 15
13 1 17 1.000 604 622 18
14 19 22 1.000 951 520 22
15 29 7 1.000 748 588 19
16 2 17 1.000 551 658 17
17 1 16 1.000 844 854 24
18 7 11 1.000 700 701 22
19 8 10 1.000 916 626 22
20 13 25 1.000 546 603 18
21 5 13 1.000 616 642 17
22 17 8 1.000 662 614 23
23 4 22 1.000 823 906 21
24 6 22 1.000 965 743 24
25 8 13 1.000 638 563 22
26 8 20 1.000 636 468 20
27 17 14 1.000 743 797 24
28 9 7 1.000 612 612 22
29 20 30 1.000 551 706 18
30 7 24 1.000 530 824 22
31 24 4 1.000 834 929 21
32 26 7 1.000 560 801 23
33 29 25 1.000 645 714 24
34 11 13 1.000 719 731 25
35 4 23 1.000 807 933 19
36 23 17 1.000 560 646 21
37 27 28 1.000 781 861 20
38 12 23 1.000 665 766 22
39 20 6 1.000 835 708 23
40 18 10 1.000 862 597 20
41 15 17 1.000 742 714 25
42 18 13 1.000 702 659 19
43 21 20 1.000 468 693 17
44 22 8 1.000 535 655 17
45 7 29 1.000 731 659 23
46 21 9 1.000 505 845 20
47 14 15 1.000 842 1057 23
48 25 5 1.000 629 819 23
