*Parameters
ProblemName RBWQN70A280C210W2MM_S5973
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 70
num_arcs 280
num_commodities 210
seed_num 5973
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 45 5 1.000 940 872 25
2 1 4 1.000 831 870 22
3 64 8 1.000 623 780 21
4 1 53 1.000 892 650 15
5 29 48 1.000 917 963 17
6 8 57 1.000 852 696 24
7 27 51 1.000 759 830 21
8 47 58 1.000 788 789 16
9 62 21 1.000 837 580 24
10 22 3 1.000 793 500 21
11 15 12 1.000 625 1055 15
12 67 41 1.000 739 828 16
13 57 39 1.000 599 981 15
14 2 6 1.000 805 561 22
15 28 61 1.000 668 594 16
16 68 14 1.000 579 700 24
17 26 69 1.000 862 816 24
18 29 40 1.000 812 884 21
19 33 20 1.000 797 944 15
20 38 45 1.000 872 585 24
21 13 46 1.000 868 668 21
22 58 49 1.000 678 725 19
23 11 54 1.000 630 1099 22
24 54 31 1.000 691 837 17
25 63 16 1.000 713 584 16
26 39 52 1.000 569 712 20
27 44 67 1.000 659 731 18
28 29 45 1.000 640 900 17
29 19 54 1.000 753 664 16
30 63 58 1.000 949 718 23
31 42 55 1.000 734 649 17
32 40 38 1.000 745 779 18
33 63 67 1.000 716 707 21
34 35 49 1.000 802 794 23
35 61 6 1.000 753 581 16
36 18 66 1.000 96 130 21
37 7 62 1.000 637 857 19
38 42 27 1.000 649 675 19
39 64 52 1.000 704 659 24
40 21 14 1.000 535 642 17
41 30 29 1.000 714 949 23
42 6 24 1.000 859 722 25
43 18 28 1.000 637 901 23
44 40 28 1.000 787 595 22
45 2 63 1.000 677 845 25
46 26 43 1.000 706 821 25
47 65 12 1.000 668 866 15
48 37 23 1.000 629 766 16
49 16 4 1.000 700 758 24
50 31 9 1.000 997 633 17
51 58 1 1.000 665 832 25
52 48 21 1.000 662 717 25
53 22 49 1.000 721 767 24
54 5 25 1.000 748 854 24
55 26 3 1.000 745 477 15
56 1 60 1.000 899 953 19
57 12 10 1.000 628 948 18
58 29 3 1.000 615 756 17
59 29 9 1.000 710 872 19
60 63 46 1.000 635 721 17
61 58 18 1.000 780 783 24
62 15 55 1.000 718 906 22
63 48 58 1.000 868 867 22
64 6 53 1.000 575 712 21
65 4 55 1.000 749 693 25
66 53 60 1.000 1001 511 19
67 20 41 1.000 625 845 18
68 53 31 1.000 774 684 23
69 68 63 1.000 662 893 24
70 40 69 1.000 736 899 21
71 39 43 1.000 638 633 18
72 17 69 1.000 910 805 22
73 6 5 1.000 664 866 22
