*Parameters
ProblemName RBWQN30A120C90W2MM_S8405
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 30
num_arcs 120
num_commodities 90
seed_num 8405
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 30 25 1.000 842 1007 22
2 19 10 1.000 900 916 19
3 24 21 1.000 593 511 15
4 11 20 1.000 780 679 19
5 1 16 1.000 845 654 22
6 11 21 1.000 630 697 17
7 8 24 1.000 489 833 19
8 15 20 1.000 858 597 21
9 17 5 1.000 850 751 18
10 20 16 1.000 793 855 18
11 16 29 1.000 749 493 16
12 6 24 1.000 786 500 18
13 14 7 1.000 1121 806 21
14 3 28 1.000 631 729 25
15 10 2 1.000 933 723 17
16 19 3 1.000 730 665 23
17 26 16 1.000 738 940 17
18 12 5 1.000 679 900 19
19 11 28 1.000 641 935 19
20 13 17 1.000 967 951 15
21 15 28 1.000 865 607 25
22 11 23 1.000 790 784 20
23 17 29 1.000 823 703 20
24 8 5 1.000 803 569 19
25 23 1 1.000 789 779 23
26 7 29 1.000 961 904 22
27 13 7 1.000 984 1153 15
28 7 12 1.000 1018 852 25
29 25 16 1.000 787 941 16
30 16 2 1.000 691 668 24
31 3 20 1.000 565 807 17
32 18 19 1.000 532 931 25
33 18 5 1.000 712 661 15
34 27 13 1.000 761 604 22
35 27 28 1.000 790 529 15
36 30 18 1.000 614 749 18
37 17 23 1.000 870 765 25
38 13 18 1.000 918 996 21
39 28 12 1.000 548 695 25
40 14 17 1.000 549 832 15
41 22 14 1.000 900 687 21
42 24 16 1.000 748 619 22
43 23 24 1.000 612 787 15
44 22 5 1.000 681 667 17
45 25 9 1.000 792 751 22
46 20 17 1.000 936 689 25
47 6 10 1.000 938 700 23
48 7 23 1.000 871 1093 15
49 22 11 1.000 593 772 18
