*Parameters
ProblemName RBWQN50A250C150W2MM_S9563
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 50
num_arcs 250
num_commodities 150
seed_num 9563
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 8 15 1.000 612 775 24
2 35 46 1.000 679 525 21
3 39 20 1.000 624 622 17
4 15 20 1.000 597 678 15
5 42 39 1.000 478 748 17
6 19 41 1.000 854 549 24
7 13 25 1.000 624 687 18
8 42 7 1.000 843 433 24
9 38 33 1.000 717 393 17
10 36 32 1.000 908 638 23
11 48 5 1.000 691 507 21
12 27 9 1.000 775 536 23
13 1 18 1.000 769 639 15
14 4 7 1.000 474 604 15
15 22 23 1.000 735 568 21
16 14 24 1.000 872 393 19
17 23 45 1.000 509 746 16
18 45 1 1.000 806 564 18
19 19 36 1.000 670 664 25
20 31 44 1.000 547 682 23
21 11 3 1.000 516 669 20
22 24 20 1.000 581 489 20
23 39 8 1.000 584 836 18
24 31 37 1.000 639 502 16
25 19 28 1.000 492 694 15
26 36 41 1.000 779 816 23
27 25 4 1.000 708 666 24
28 22 46 1.000 620 653 20
29 6 21 1.000 466 770 16
30 1 40 1.000 711 400 18
31 33 4 1.000 734 625 22
32 19 18 1.000 729 745 20
33 34 8 1.000 731 470 15
34 4 5 1.000 400 492 16
35 33 5 1.000 415 750 20
36 44 37 1.000 581 558 15
37 9 30 1.000 594 648 22
38 14 33 1.000 684 506 18
39 27 3 1.000 839 396 25
40 39 47 1.000 546 833 16
41 48 39 1.000 704 553 19
42 27 30 1.000 697 581 21
43 13 10 1.000 810 686 24
44 29 39 1.000 567 623 20
45 16 43 1.000 660 788 16
46 36 12 1.000 540 811 16
47 11 50 1.000 800 570 16
48 19 35 1.000 636 608 16
49 39 10 1.000 696 579 19
50 34 35 1.000 570 473 16
51 19 37 1.000 636 540 15
52 20 32 1.000 549 652 18
53 32 16 1.000 616 623 23
54 38 3 1.000 783 392 19
55 4 45 1.000 693 460 17
56 48 33 1.000 636 656 24
57 40 25 1.000 717 462 24
58 3 46 1.000 808 553 25
59 9 1 1.000 611 479 22
60 47 8 1.000 784 910 23
61 4 47 1.000 614 621 24
62 16 39 1.000 440 908 17
63 1 19 1.000 676 550 15
64 50 28 1.000 587 739 18
65 4 8 1.000 549 691 18
66 1 27 1.000 520 599 15
67 33 43 1.000 743 558 17
68 1 48 1.000 639 578 25
69 28 39 1.000 672 565 20
70 44 24 1.000 706 526 21
71 2 49 1.000 678 699 22
72 8 3 1.000 698 733 19
73 14 42 1.000 721 653 22
74 3 24 1.000 574 648 20
75 31 17 1.000 676 694 25
76 9 34 1.000 710 461 22
77 34 13 1.000 515 582 15
78 39 27 1.000 518 689 17
79 21 33 1.000 531 636 22
80 1 16 1.000 720 599 23
81 25 16 1.000 510 703 25
82 28 29 1.000 722 577 18
83 4 17 1.000 646 506 22
84 9 19 1.000 612 585 15
85 38 37 1.000 606 488 16
