*Parameters
ProblemName RBWQN60A240C180W2MM_S1064
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 60
num_arcs 240
num_commodities 180
seed_num 1064
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 30 5 1.000 988 1054 25
2 11 59 1.000 811 610 21
3 4 46 1.000 615 677 17
4 55 54 1.000 714 801 18
5 26 56 1.000 671 563 15
6 45 58 1.000 624 881 20
7 53 9 1.000 731 837 16
8 4 47 1.000 674 587 21
9 4 3 1.000 837 687 25
10 25 38 1.000 820 815 21
11 6 1 1.000 568 668 20
12 7 20 1.000 864 694 25
13 34 8 1.000 724 921 18
14 8 28 1.000 607 746 25
15 5 22 1.000 662 873 20
16 2 7 1.000 842 659 21
17 12 47 1.000 1091 740 19
18 28 12 1.000 733 893 25
19 16 8 1.000 895 795 22
20 59 10 1.000 814 565 19
21 7 41 1.000 646 738 18
22 25 24 1.000 821 741 16
23 38 12 1.000 618 954 19
24 46 39 1.000 735 729 20
25 35 55 1.000 1056 722 21
26 11 60 1.000 686 770 18
27 12 52 1.000 1178 1007 25
28 26 32 1.000 655 859 15
29 27 58 1.000 688 940 22
30 51 35 1.000 697 667 15
31 49 23 1.000 701 750 17
32 60 30 1.000 610 854 20
33 35 20 1.000 487 957 25
34 58 18 1.000 492 847 22
35 35 28 1.000 619 544 20
36 41 59 1.000 611 604 21
37 53 36 1.000 798 980 23
38 57 10 1.000 659 814 17
39 19 27 1.000 786 778 19
40 3 23 1.000 551 813 21
41 55 52 1.000 967 859 25
42 17 38 1.000 836 755 22
43 42 12 1.000 637 880 23
44 35 15 1.000 728 528 16
45 32 3 1.000 922 884 15
46 42 58 1.000 862 834 17
47 49 60 1.000 587 825 21
48 46 25 1.000 661 635 15
49 34 13 1.000 762 565 21
50 14 2 1.000 632 803 24
51 52 5 1.000 973 933 15
52 13 30 1.000 793 587 18
53 42 50 1.000 691 723 22
54 47 18 1.000 770 745 15
55 18 57 1.000 1144 1155 24
56 3 17 1.000 507 720 15
57 60 39 1.000 615 988 17
58 23 36 1.000 856 834 20
59 54 11 1.000 785 581 15
60 59 13 1.000 781 588 23
61 50 38 1.000 860 840 16
62 57 30 1.000 745 711 18
63 36 40 1.000 625 945 22
64 44 27 1.000 922 926 24
65 59 44 1.000 766 756 22
66 23 43 1.000 677 619 16
67 23 24 1.000 622 782 20
68 51 36 1.000 765 946 19
69 50 27 1.000 786 1022 18
70 50 59 1.000 754 707 18
71 47 10 1.000 907 781 19
72 2 23 1.000 981 543 25
73 26 58 1.000 953 566 21
74 31 46 1.000 782 804 16
75 31 19 1.000 858 790 25
76 18 9 1.000 752 1094 24
77 51 53 1.000 704 739 19
78 21 31 1.000 1025 920 25
79 52 43 1.000 553 906 20
80 55 37 1.000 917 802 18
81 36 17 1.000 688 753 21
82 2 16 1.000 699 859 21
83 29 3 1.000 807 841 21
84 9 45 1.000 715 791 19
85 7 33 1.000 524 589 16
86 11 50 1.000 701 753 20
87 5 52 1.000 1069 838 15
88 30 49 1.000 832 835 22
89 4 29 1.000 959 636 18
90 32 23 1.000 891 660 20
91 51 9 1.000 745 1001 18
92 45 52 1.000 849 759 20
93 34 3 1.000 934 729 25
94 12 23 1.000 1004 929 23
95 38 39 1.000 735 925 21
96 1 17 1.000 718 688 17
97 26 52 1.000 985 1061 21
98 46 5 1.000 719 968 22
99 58 49 1.000 753 674 18
100 59 26 1.000 765 596 15
101 57 15 1.000 695 767 16
102 46 36 1.000 655 873 15
103 55 5 1.000 1110 854 23
104 37 19 1.000 693 654 19
105 37 59 1.000 605 611 24
106 22 18 1.000 651 645 18
107 3 28 1.000 713 568 21
108 11 42 1.000 977 1006 18
109 26 27 1.000 713 885 18
110 47 5 1.000 1091 1056 22
111 13 22 1.000 613 608 16
112 33 24 1.000 884 629 17
113 10 30 1.000 864 561 15
114 9 41 1.000 554 725 15
115 27 34 1.000 496 920 23
116 14 52 1.000 839 819 20
