*Parameters
ProblemName RBWQN80A320C240W2MM_S4874
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 80
num_arcs 320
num_commodities 240
seed_num 4874
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 75 4 1.000 677 925 16
2 59 76 1.000 660 760 16
3 3 71 1.000 1033 1180 16
4 34 12 1.000 828 609 25
5 3 62 1.000 773 1065 18
6 27 39 1.000 679 913 23
7 52 10 1.000 648 932 16
8 29 27 1.000 693 1088 21
9 80 62 1.000 684 683 21
10 5 1 1.000 863 923 23
11 40 59 1.000 862 767 17
12 45 57 1.000 840 746 23
13 59 18 1.000 978 819 16
14 35 47 1.000 623 889 16
15 1 47 1.000 784 840 17
16 16 25 1.000 547 751 19
17 36 28 1.000 981 731 18
18 20 48 1.000 654 811 24
19 17 54 1.000 824 902 25
20 54 60 1.000 801 737 17
21 56 51 1.000 644 560 18
22 28 41 1.000 827 827 24
23 72 20 1.000 703 1058 17
24 62 69 1.000 685 667 22
25 37 50 1.000 635 737 21
26 46 16 1.000 819 847 16
27 15 74 1.000 803 954 23
28 54 77 1.000 900 803 19
29 9 68 1.000 1069 828 15
30 64 55 1.000 858 746 22
31 6 28 1.000 800 591 21
32 59 72 1.000 832 948 17
33 80 2 1.000 768 907 21
34 45 53 1.000 985 688 25
35 17 26 1.000 798 977 17
36 42 5 1.000 925 904 24
37 36 5 1.000 1119 787 22
38 9 78 1.000 1197 1102 16
39 43 51 1.000 693 681 22
40 65 30 1.000 744 921 18
41 66 71 1.000 873 1000 23
42 17 58 1.000 774 846 17
43 66 50 1.000 983 554 22
44 1 38 1.000 647 932 17
45 9 74 1.000 963 902 25
46 17 27 1.000 979 1009 24
47 52 55 1.000 860 827 20
48 23 71 1.000 1112 938 19
49 68 2 1.000 899 932 18
50 35 42 1.000 841 916 19
51 53 60 1.000 867 1030 16
52 65 37 1.000 691 843 21
53 1 61 1.000 747 915 19
54 64 66 1.000 615 608 21
55 9 45 1.000 886 1105 15
56 38 5 1.000 652 754 21
57 47 37 1.000 729 811 23
58 24 55 1.000 1076 558 20
59 55 52 1.000 838 777 25
60 13 52 1.000 869 995 18
61 32 71 1.000 1151 1001 23
62 36 27 1.000 1107 846 22
63 52 19 1.000 704 992 17
64 55 78 1.000 1118 1033 15
65 68 44 1.000 981 730 21
66 28 15 1.000 865 872 24
67 26 72 1.000 767 895 21
68 63 34 1.000 1025 868 25
69 66 27 1.000 885 931 15
70 15 6 1.000 1053 702 20
71 11 78 1.000 1070 1325 22
72 45 17 1.000 1327 1012 23
73 34 35 1.000 694 779 17
74 39 10 1.000 997 952 19
75 37 11 1.000 770 604 19
76 74 46 1.000 866 905 17
77 15 58 1.000 819 745 23
78 21 14 1.000 776 716 18
79 34 69 1.000 689 1091 18
80 3 25 1.000 1008 914 25
81 68 53 1.000 870 739 23
82 10 78 1.000 1082 1164 20
83 30 9 1.000 661 684 22
84 72 66 1.000 837 923 16
85 20 26 1.000 717 713 20
86 5 77 1.000 854 1096 18
87 80 58 1.000 595 736 25
88 77 67 1.000 823 711 23
89 16 4 1.000 650 683 19
90 38 66 1.000 615 617 20
91 59 13 1.000 832 926 23
92 33 36 1.000 738 914 15
93 42 19 1.000 928 1067 22
94 62 1 1.000 760 564 16
95 23 40 1.000 843 821 19
96 77 59 1.000 814 533 19
97 59 14 1.000 709 978 19
98 78 10 1.000 877 1018 21
99 52 1 1.000 732 843 23
100 70 3 1.000 827 705 16
101 21 39 1.000 461 776 16
102 17 50 1.000 820 828 16
103 74 71 1.000 926 793 16
104 3 78 1.000 1356 1320 23
105 67 46 1.000 835 968 22
106 44 60 1.000 716 946 20
107 36 14 1.000 717 1086 17
108 50 69 1.000 727 834 21
109 12 34 1.000 840 839 18
110 43 59 1.000 662 745 18
111 24 13 1.000 758 742 17
112 40 64 1.000 794 742 15
113 33 56 1.000 631 651 24
114 30 31 1.000 825 726 25
115 25 15 1.000 758 1019 17
116 33 63 1.000 810 641 18
117 20 62 1.000 855 800 18
118 54 63 1.000 752 650 15
119 45 71 1.000 959 895 20
120 35 18 1.000 1006 811 19
121 5 35 1.000 937 778 15
122 20 24 1.000 832 564 16
123 74 4 1.000 753 706 22
124 22 8 1.000 875 691 24
125 54 46 1.000 926 724 19
126 74 42 1.000 887 831 21
127 76 8 1.000 746 954 23
128 25 68 1.000 871 862 23
129 24 11 1.000 661 619 16
130 74 32 1.000 756 708 20
131 4 29 1.000 838 1089 20
132 21 36 1.000 639 1091 25
133 60 58 1.000 664 798 23
134 2 14 1.000 793 787 25
135 63 70 1.000 983 863 17
136 6 57 1.000 680 693 25
137 75 50 1.000 918 756 23
138 14 9 1.000 709 654 17
139 1 35 1.000 848 1021 25
140 33 50 1.000 958 598 25
141 30 65 1.000 621 787 23
142 32 41 1.000 1072 1161 25
143 23 52 1.000 758 1113 19
144 69 58 1.000 651 793 24
145 6 36 1.000 608 977 18
146 76 72 1.000 861 952 16
147 66 37 1.000 869 733 24
148 12 30 1.000 797 811 23
149 68 78 1.000 1156 1135 17
150 80 13 1.000 719 686 15
151 76 57 1.000 804 825 16
152 16 52 1.000 662 849 20
153 80 40 1.000 665 707 18
154 34 21 1.000 632 747 17
155 9 16 1.000 732 844 20
156 12 6 1.000 843 766 18
157 25 58 1.000 592 735 21
158 80 55 1.000 561 1084 23
159 59 25 1.000 803 750 24
160 52 34 1.000 558 1009 16
161 47 14 1.000 1059 704 25
162 29 4 1.000 682 837 24
163 68 29 1.000 931 983 20
164 57 76 1.000 867 617 16
165 35 52 1.000 634 992 19
166 39 77 1.000 1024 864 21
167 63 66 1.000 787 753 23
168 63 22 1.000 864 810 22
169 45 14 1.000 627 1120 22
170 79 24 1.000 816 670 20
171 30 27 1.000 768 762 17
172 68 61 1.000 751 915 15
173 65 1 1.000 835 780 15
174 71 25 1.000 843 685 20
175 51 12 1.000 781 770 24
176 74 77 1.000 1045 788 25
177 68 27 1.000 913 882 17
178 53 78 1.000 1239 1258 25
179 48 69 1.000 734 793 15
180 7 37 1.000 794 1093 23
181 57 68 1.000 1055 836 22
182 23 53 1.000 893 962 18
183 57 40 1.000 912 872 16
184 56 53 1.000 556 862 24
185 61 3 1.000 674 826 15
186 54 21 1.000 764 670 23
187 40 4 1.000 702 793 15
188 4 40 1.000 631 1138 19
189 22 21 1.000 754 735 25
190 64 77 1.000 793 871 15
191 78 61 1.000 892 854 21
192 55 56 1.000 796 474 17
193 28 27 1.000 855 705 22
194 9 56 1.000 873 529 15
195 21 30 1.000 777 776 21
196 19 45 1.000 872 811 16
197 11 8 1.000 872 811 22
198 43 15 1.000 1055 836 22
199 35 68 1.000 940 755 16
200 8 49 1.000 768 863 24
201 61 20 1.000 739 845 22
202 14 68 1.000 952 755 21
203 57 1 1.000 1015 747 17
204 76 59 1.000 808 869 19
205 42 23 1.000 763 934 18
206 20 54 1.000 685 637 18
207 16 2 1.000 967 850 25
208 13 47 1.000 794 953 19
209 7 8 1.000 867 1029 18
210 75 40 1.000 837 909 21
211 49 47 1.000 613 945 24
212 20 5 1.000 839 681 25
213 18 68 1.000 927 941 24
214 14 10 1.000 542 1009 17
215 62 74 1.000 721 690 24
216 55 67 1.000 951 547 17
217 25 47 1.000 694 799 23
218 25 33 1.000 822 656 17
219 34 40 1.000 642 932 25
220 75 39 1.000 838 907 24
221 55 46 1.000 785 960 19
222 50 26 1.000 712 968 23
223 2 65 1.000 644 669 16
224 6 30 1.000 793 730 17
225 63 7 1.000 939 1005 15
226 48 72 1.000 819 830 19
227 4 65 1.000 933 721 25
228 52 77 1.000 820 950 23
229 54 19 1.000 824 849 19
230 48 77 1.000 708 1115 19
231 23 38 1.000 950 848 20
232 55 21 1.000 806 623 19
233 57 31 1.000 1089 1072 16
234 67 8 1.000 620 841 23
235 48 26 1.000 730 848 24
236 79 80 1.000 1051 720 17
237 68 60 1.000 992 831 15
238 51 73 1.000 588 756 23
239 62 33 1.000 710 657 23
240 31 28 1.000 1000 920 21
*Arcs: Index fromNode toNode fixedCost variableCost Weight(s)
1 51 28 62 10 176 231
2 28 62 46 9 252 94
3 51 56 61 7 37 187
4 56 80 66 4 113 130
5 80 57 63 8 190 80
6 28 70 46 4 110 179
7 80 25 49 9 143 195
8 62 64 18 1 158 143
9 62 6 70 3 199 65
10 28 20 28 6 108 134
11 51 8 48 4 146 194
12 6 38 26 5 113 170
13 38 55 58 10 183 73
14 28 33 29 1 223 133
15 64 19 50 9 236 237
16 64 40 53 2 63 62
17 33 54 27 4 209 131
18 6 60 20 3 173 206
19 38 69 63 8 48 182
20 38 22 44 9 257 185
21 80 52 30 4 99 237
22 19 45 60 4 76 156
23 38 49 51 6 204 172
24 22 76 12 1 142 213
25 57 4 45 7 240 231
26 6 77 36 5 163 213
27 52 47 31 3 138 201
28 55 9 68 10 82 45
29 40 59 17 3 233 175
30 56 3 24 1 189 85
31 25 63 27 3 257 232
32 25 26 46 7 208 242
33 28 72 35 3 196 114
34 47 2 73 11 206 57
35 77 15 47 3 181 105
36 49 42 50 8 246 182
37 33 10 32 6 216 102
38 57 31 30 1 82 133
39 26 79 61 5 125 63
40 59 58 50 1 86 99
41 54 24 44 2 215 110
42 47 14 42 4 129 234
43 26 1 65 1 44 195
44 1 43 74 5 104 105
45 25 21 30 3 114 179
46 15 65 41 4 112 228
47 72 32 36 5 129 178
48 24 35 69 4 74 156
49 32 5 37 5 149 238
50 6 39 19 4 186 227
51 31 53 29 6 245 163
52 14 18 53 10 241 207
53 39 48 31 3 157 181
54 8 46 33 5 240 176
55 60 36 40 2 180 117
56 19 50 65 12 117 165
57 22 68 46 2 146 105
58 80 23 56 3 73 143
59 23 27 23 2 234 144
60 28 66 67 9 98 85
61 63 73 30 1 173 118
62 56 37 40 4 83 187
63 77 78 64 11 221 171
64 73 29 50 7 157 161
65 2 61 37 2 193 259
66 20 44 28 1 205 125
67 77 34 34 3 146 237
68 66 67 60 11 171 45
69 37 74 34 4 174 108
70 37 41 47 8 146 135
71 54 13 32 1 130 180
72 43 30 26 5 117 95
73 21 16 44 5 77 178
74 48 75 36 4 204 79
75 50 71 50 5 188 162
76 51 12 47 4 75 158
77 48 7 36 1 159 195
78 51 11 74 4 74 162
79 18 17 29 2 244 168
80 28 51 21 2 193 85
81 62 28 46 9 132 103
82 56 28 57 4 98 146
83 80 56 36 4 115 235
84 57 56 33 4 268 119
85 70 28 56 8 151 198
86 25 51 21 2 165 264
87 64 62 59 10 57 72
88 6 25 54 7 180 241
89 20 62 62 5 171 68
90 8 20 35 7 153 104
91 38 56 63 5 50 70
92 55 51 35 1 107 259
93 33 20 10 1 253 220
94 19 55 20 2 282 184
95 40 51 51 6 155 157
96 54 51 37 7 83 92
97 60 20 40 5 200 128
