*Parameters
ProblemName RBWQN70A280C210W2MM_S9452
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 70
num_arcs 280
num_commodities 210
seed_num 9452
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 23 54 1.000 684 782 22
2 33 49 1.000 716 800 21
3 32 15 1.000 626 663 16
4 36 13 1.000 806 767 21
5 43 42 1.000 774 769 22
6 15 26 1.000 897 485 20
7 16 68 1.000 802 682 16
8 4 66 1.000 710 717 15
9 8 37 1.000 971 816 25
10 64 50 1.000 690 628 19
11 25 66 1.000 532 617 18
12 42 11 1.000 653 747 18
13 52 20 1.000 659 740 23
14 23 58 1.000 763 639 25
15 49 54 1.000 676 782 19
16 19 14 1.000 747 869 22
17 51 52 1.000 577 589 20
18 38 18 1.000 797 868 23
19 8 62 1.000 1045 754 20
20 49 3 1.000 539 903 22
21 49 15 1.000 593 749 16
22 3 57 1.000 1266 945 16
23 67 65 1.000 694 653 18
24 4 61 1.000 703 919 17
25 8 19 1.000 912 1014 25
26 23 70 1.000 676 675 22
27 35 67 1.000 767 822 18
28 43 13 1.000 777 874 18
29 63 34 1.000 566 949 24
30 65 3 1.000 792 596 25
31 57 26 1.000 648 775 16
32 16 21 1.000 820 869 24
33 48 39 1.000 750 634 17
34 25 52 1.000 484 710 15
35 4 65 1.000 707 886 25
36 67 32 1.000 804 601 20
37 66 57 1.000 912 1011 15
38 70 22 1.000 607 754 20
39 37 56 1.000 638 740 21
40 3 31 1.000 925 764 17
41 25 3 1.000 527 694 19
42 27 8 1.000 1016 912 24
43 32 18 1.000 789 681 16
44 50 55 1.000 760 641 18
45 62 20 1.000 579 661 18
46 42 14 1.000 827 685 15
47 64 2 1.000 801 727 25
48 28 10 1.000 600 867 19
49 61 34 1.000 717 753 21
50 53 49 1.000 583 900 25
51 56 70 1.000 879 886 20
52 46 20 1.000 554 1108 23
53 5 54 1.000 675 744 25
54 23 9 1.000 883 825 19
55 68 61 1.000 596 811 22
56 25 43 1.000 573 766 20
57 35 10 1.000 663 1169 18
58 37 54 1.000 593 687 17
59 31 19 1.000 961 592 20
60 46 66 1.000 805 640 16
61 48 69 1.000 545 892 21
62 50 45 1.000 838 689 22
63 12 68 1.000 594 1016 25
64 43 3 1.000 735 726 19
65 22 35 1.000 734 898 19
66 34 56 1.000 605 690 24
67 62 58 1.000 634 531 15
68 29 2 1.000 977 704 19
69 24 39 1.000 541 924 23
70 21 25 1.000 822 684 21
71 17 25 1.000 883 636 19
72 9 64 1.000 789 649 23
73 59 55 1.000 707 648 18
74 17 61 1.000 884 799 21
75 48 44 1.000 527 840 22
76 1 25 1.000 661 675 25
77 21 64 1.000 674 724 22
78 21 10 1.000 570 764 16
79 27 61 1.000 807 755 16
80 69 7 1.000 740 846 17
81 18 26 1.000 732 708 16
82 26 32 1.000 848 570 20
83 32 2 1.000 730 914 23
84 35 40 1.000 917 944 22
85 29 11 1.000 835 702 17
86 13 33 1.000 842 661 16
87 31 26 1.000 811 587 18
88 3 56 1.000 979 610 22
89 66 22 1.000 738 554 19
90 43 15 1.000 606 813 21
91 52 39 1.000 413 623 17
92 54 23 1.000 746 673 25
93 15 57 1.000 1106 1127 24
94 65 26 1.000 730 702 19
95 69 3 1.000 697 941 16
96 48 61 1.000 791 773 16
97 33 64 1.000 531 857 23
98 22 37 1.000 827 810 21
99 8 27 1.000 979 959 19
100 23 10 1.000 633 674 21
101 42 4 1.000 809 691 19
102 1 34 1.000 558 744 16
103 27 25 1.000 888 656 18
104 41 1 1.000 842 737 19
105 25 55 1.000 660 638 17
106 21 56 1.000 832 716 23
107 36 65 1.000 768 712 22
108 36 3 1.000 629 799 21
109 60 6 1.000 701 879 15
110 44 27 1.000 576 999 19
111 69 43 1.000 749 901 19
112 55 31 1.000 941 558 23
113 23 50 1.000 738 694 19
114 7 57 1.000 1101 906 15
115 12 42 1.000 672 844 16
116 38 29 1.000 480 885 16
117 14 59 1.000 803 959 16
118 3 40 1.000 759 853 19
119 6 9 1.000 818 861 18
120 15 38 1.000 688 941 21
121 16 35 1.000 793 740 25
122 14 57 1.000 1317 1277 23
123 42 6 1.000 1001 697 16
124 67 33 1.000 623 714 25
125 44 53 1.000 792 700 16
126 69 56 1.000 778 785 17
127 38 47 1.000 665 931 23
128 51 37 1.000 541 614 17
129 23 22 1.000 596 844 24
130 16 53 1.000 698 869 15
131 53 36 1.000 687 738 16
132 9 2 1.000 815 871 18
133 63 17 1.000 1076 738 24
134 19 55 1.000 598 845 16
135 61 42 1.000 564 806 20
136 39 9 1.000 897 715 18
137 18 2 1.000 839 870 16
138 12 6 1.000 823 1024 18
139 8 42 1.000 221 124 19
140 69 53 1.000 765 852 20
141 50 70 1.000 597 744 23
142 54 10 1.000 791 617 25
143 4 47 1.000 906 689 20
144 15 16 1.000 829 812 19
