*Parameters
ProblemName RBWQN70A280C210W2MM_S3704
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 70
num_arcs 280
num_commodities 210
seed_num 3704
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 30 22 1.000 813 717 25
2 11 24 1.000 889 920 22
3 47 59 1.000 1010 839 16
4 15 53 1.000 526 669 20
5 40 45 1.000 827 531 15
6 23 50 1.000 696 1082 22
7 25 56 1.000 563 711 16
8 38 68 1.000 816 667 15
9 64 65 1.000 790 797 22
10 18 11 1.000 804 839 25
11 62 48 1.000 1022 820 16
12 55 39 1.000 845 889 23
13 46 29 1.000 632 568 18
14 37 64 1.000 784 688 22
15 35 28 1.000 728 661 15
16 29 31 1.000 532 602 18
17 58 48 1.000 824 653 21
18 48 32 1.000 695 505 15
19 22 21 1.000 686 902 22
20 6 5 1.000 571 733 23
21 62 58 1.000 1032 1021 24
22 29 59 1.000 1014 772 20
23 67 8 1.000 83 85 20
24 32 27 1.000 769 897 19
25 40 61 1.000 647 653 25
26 51 34 1.000 731 402 15
27 33 54 1.000 817 533 20
28 67 3 1.000 615 786 15
29 29 22 1.000 597 807 16
30 26 13 1.000 873 833 18
31 52 38 1.000 719 834 21
32 59 51 1.000 800 883 24
33 29 25 1.000 898 684 16
34 62 68 1.000 969 983 18
35 44 22 1.000 812 720 21
36 56 32 1.000 676 858 24
37 25 65 1.000 612 591 19
38 63 39 1.000 864 710 15
39 35 56 1.000 631 742 17
40 55 38 1.000 618 736 18
41 63 15 1.000 589 722 22
42 23 62 1.000 673 944 21
43 3 6 1.000 803 766 22
44 47 51 1.000 677 814 22
45 51 25 1.000 759 802 25
46 68 4 1.000 675 857 21
47 20 66 1.000 781 878 20
48 47 19 1.000 680 760 18
49 15 27 1.000 926 474 21
50 42 19 1.000 579 831 19
51 9 67 1.000 780 686 19
52 43 32 1.000 979 606 21
53 46 15 1.000 677 637 20
54 51 2 1.000 828 573 22
55 51 33 1.000 693 725 22
56 19 64 1.000 553 645 21
57 14 30 1.000 803 669 20
58 26 60 1.000 727 770 16
59 9 18 1.000 719 523 17
60 41 65 1.000 707 528 19
61 20 39 1.000 924 801 17
62 23 42 1.000 759 814 18
63 25 66 1.000 796 855 24
64 56 8 1.000 771 800 23
65 46 41 1.000 802 648 22
66 45 17 1.000 945 562 19
67 67 68 1.000 667 948 20
68 46 65 1.000 587 681 15
69 12 67 1.000 791 637 23
70 43 37 1.000 884 799 22
71 66 69 1.000 727 842 25
72 7 31 1.000 757 557 22
73 48 4 1.000 781 650 22
74 48 61 1.000 651 551 21
75 52 32 1.000 882 594 17
76 33 11 1.000 768 906 17
77 21 36 1.000 849 917 24
78 20 59 1.000 904 1056 17
79 53 54 1.000 593 612 16
80 16 8 1.000 563 818 21
81 66 14 1.000 606 603 24
82 10 59 1.000 709 981 22
83 61 49 1.000 633 751 16
84 54 58 1.000 1070 722 15
85 68 20 1.000 842 697 25
86 5 36 1.000 722 746 17
87 59 65 1.000 802 669 22
88 7 50 1.000 948 735 18
89 31 40 1.000 708 617 15
90 31 52 1.000 749 612 18
91 3 63 1.000 705 790 17
92 19 56 1.000 598 665 22
93 3 39 1.000 1020 734 17
94 34 46 1.000 569 698 17
95 26 44 1.000 628 783 16
96 52 62 1.000 806 891 17
97 34 28 1.000 793 539 25
98 32 52 1.000 857 752 19
99 32 66 1.000 928 831 22
100 5 57 1.000 597 798 18
101 28 11 1.000 808 857 16
102 40 11 1.000 995 726 22
103 25 23 1.000 681 720 24
104 42 64 1.000 820 496 22
105 58 32 1.000 699 672 17
106 11 9 1.000 827 761 21
107 18 5 1.000 632 555 15
108 4 12 1.000 636 766 21
109 60 19 1.000 611 924 18
110 10 37 1.000 616 546 16
111 32 40 1.000 771 733 16
112 48 1 1.000 562 765 24
113 33 28 1.000 765 594 24
114 27 11 1.000 1057 878 23
115 45 22 1.000 818 813 25
