*Parameters
ProblemName RBWQN60A240C180W2MM_S4866
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 60
num_arcs 240
num_commodities 180
seed_num 4866
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 33 2 1.000 586 814 15
2 1 32 1.000 897 800 17
3 51 15 1.000 853 1222 25
4 15 35 1.000 769 761 15
5 59 18 1.000 804 754 16
6 11 10 1.000 716 721 23
7 4 56 1.000 1006 806 25
8 1 11 1.000 701 887 18
9 3 50 1.000 716 654 17
10 22 45 1.000 595 804 19
11 11 46 1.000 594 722 20
12 34 24 1.000 831 829 18
13 31 53 1.000 765 745 18
14 47 54 1.000 670 728 19
15 45 20 1.000 825 935 18
16 41 39 1.000 883 855 17
17 30 32 1.000 865 768 23
18 40 5 1.000 801 748 15
19 9 24 1.000 714 817 24
20 40 30 1.000 909 599 25
21 18 22 1.000 663 888 19
22 2 14 1.000 717 587 21
23 52 33 1.000 864 716 15
24 43 24 1.000 631 624 22
25 19 13 1.000 685 645 21
26 56 1 1.000 693 1060 23
27 56 17 1.000 872 986 23
28 15 7 1.000 629 1043 16
29 40 23 1.000 590 824 16
30 40 11 1.000 707 844 16
31 46 47 1.000 750 843 17
32 60 27 1.000 647 957 18
33 53 55 1.000 1033 855 25
34 60 57 1.000 627 937 15
35 3 54 1.000 735 567 15
36 12 37 1.000 966 1025 17
37 58 56 1.000 557 840 21
38 15 28 1.000 1116 868 25
39 24 18 1.000 958 462 25
40 4 12 1.000 704 1030 19
41 33 32 1.000 807 897 19
42 57 30 1.000 901 765 21
43 5 6 1.000 676 774 21
44 10 41 1.000 765 842 19
45 59 6 1.000 775 848 23
46 7 43 1.000 667 691 22
47 13 41 1.000 793 603 15
48 19 42 1.000 647 718 17
49 26 45 1.000 729 724 15
50 36 44 1.000 708 629 24
51 21 1 1.000 727 894 17
52 50 39 1.000 901 766 18
53 11 2 1.000 714 683 21
54 17 59 1.000 872 756 23
55 19 12 1.000 601 627 19
56 19 60 1.000 739 682 16
57 19 6 1.000 805 699 16
58 28 7 1.000 973 762 16
59 11 14 1.000 609 756 18
60 30 29 1.000 682 766 16
61 50 13 1.000 757 598 23
62 15 10 1.000 670 729 16
63 31 57 1.000 526 918 16
64 22 60 1.000 702 828 17
65 49 57 1.000 660 779 17
66 47 44 1.000 715 699 19
67 7 49 1.000 662 664 19
68 12 28 1.000 894 801 19
69 57 13 1.000 679 818 19
70 7 17 1.000 944 734 25
71 20 15 1.000 906 921 19
72 43 32 1.000 829 795 20
73 36 31 1.000 727 567 25
74 49 46 1.000 725 713 25
75 9 55 1.000 1125 715 17
76 10 47 1.000 681 770 19
77 3 60 1.000 853 754 23
78 53 51 1.000 640 840 21
79 11 58 1.000 649 814 24
80 10 35 1.000 514 908 16
81 12 20 1.000 759 709 16
82 60 24 1.000 778 673 18
83 34 49 1.000 1025 745 24
84 15 20 1.000 840 864 19
85 1 27 1.000 716 746 19
86 8 6 1.000 762 854 22
87 37 35 1.000 988 535 17
88 50 25 1.000 906 727 21
89 23 40 1.000 886 754 22
90 60 47 1.000 803 691 16
91 57 47 1.000 771 942 20
92 42 5 1.000 1001 718 25
93 43 1 1.000 611 881 23
94 52 57 1.000 701 1006 19
95 1 23 1.000 720 843 23
96 27 20 1.000 854 697 17
97 37 24 1.000 747 645 20
98 27 8 1.000 728 705 15
