*Parameters
ProblemName RBWQN50A250C150W2MM_S5278
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 50
num_arcs 250
num_commodities 150
seed_num 5278
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 2 18 1.000 743 785 25
2 12 46 1.000 760 843 21
3 50 39 1.000 826 824 16
4 19 11 1.000 795 861 21
5 40 50 1.000 699 709 24
6 23 29 1.000 568 750 18
7 24 48 1.000 886 575 19
8 47 42 1.000 824 696 24
9 37 43 1.000 780 648 15
10 17 7 1.000 675 665 17
11 6 42 1.000 681 715 24
12 39 44 1.000 774 776 22
13 44 47 1.000 617 639 24
14 6 11 1.000 706 787 24
15 41 10 1.000 588 960 22
16 39 43 1.000 598 788 17
17 3 11 1.000 673 731 21
18 15 48 1.000 462 711 15
19 43 9 1.000 726 943 23
20 13 25 1.000 806 688 24
21 27 24 1.000 825 618 25
22 8 16 1.000 697 818 25
23 50 35 1.000 765 813 25
24 50 25 1.000 747 776 17
25 47 8 1.000 742 770 17
26 2 46 1.000 580 856 18
27 32 35 1.000 833 674 22
28 37 46 1.000 638 858 16
29 13 32 1.000 739 861 25
30 45 7 1.000 733 635 19
31 31 38 1.000 712 722 23
32 44 31 1.000 721 575 21
33 10 38 1.000 882 501 23
34 35 31 1.000 779 827 19
35 2 48 1.000 562 740 22
36 30 23 1.000 743 943 23
37 29 49 1.000 712 682 20
38 18 45 1.000 885 625 25
39 38 43 1.000 501 714 21
40 8 39 1.000 768 768 21
41 38 29 1.000 620 658 17
42 17 32 1.000 564 838 15
43 13 3 1.000 826 739 24
