*Parameters
ProblemName RBWQN40A160C120W2MM_S1205
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 40
num_arcs 160
num_commodities 120
seed_num 1205
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 34 40 1.000 621 515 17
2 35 31 1.000 636 935 18
3 19 32 1.000 713 819 25
4 23 5 1.000 889 742 19
5 37 20 1.000 622 771 15
6 7 25 1.000 765 661 15
7 18 12 1.000 871 763 23
8 33 40 1.000 753 588 16
9 28 21 1.000 996 570 21
10 20 12 1.000 987 535 17
11 16 34 1.000 593 659 16
12 2 16 1.000 932 468 15
13 8 2 1.000 850 788 19
14 34 14 1.000 804 466 21
15 29 21 1.000 1203 879 24
16 19 8 1.000 835 971 21
17 28 8 1.000 604 830 19
18 14 23 1.000 805 727 23
19 36 8 1.000 636 857 15
20 28 25 1.000 746 483 15
21 29 22 1.000 1061 632 15
22 20 33 1.000 852 525 21
23 20 11 1.000 654 604 21
24 31 39 1.000 640 818 25
25 33 6 1.000 757 489 24
26 11 4 1.000 1084 966 25
27 6 15 1.000 910 640 21
28 38 35 1.000 451 664 23
29 13 39 1.000 858 719 25
30 24 34 1.000 708 570 24
31 10 33 1.000 636 663 17
32 16 22 1.000 828 615 19
33 38 29 1.000 679 663 18
34 16 20 1.000 687 668 18
35 7 36 1.000 777 516 17
36 2 22 1.000 884 536 25
37 17 9 1.000 806 640 20
38 8 26 1.000 718 755 17
39 19 28 1.000 764 857 23
40 11 9 1.000 923 725 24
41 19 39 1.000 773 826 16
42 11 15 1.000 867 703 18
43 6 7 1.000 974 907 20
44 27 1 1.000 850 585 16
45 24 32 1.000 778 505 22
46 7 34 1.000 650 586 15
47 7 16 1.000 1040 511 15
48 37 12 1.000 984 670 21
49 2 10 1.000 543 644 15
50 23 27 1.000 154 251 16
51 24 3 1.000 650 766 25
52 13 36 1.000 893 615 21
53 4 7 1.000 799 1074 22
54 20 19 1.000 833 749 19
55 31 37 1.000 986 831 20
56 12 34 1.000 666 626 16
57 25 24 1.000 740 826 24
58 35 6 1.000 717 771 22
59 27 13 1.000 782 631 17
60 8 12 1.000 773 830 19
61 20 28 1.000 759 635 19
62 8 5 1.000 784 679 15
63 40 5 1.000 898 708 15
64 4 37 1.000 965 744 19
65 21 25 1.000 592 731 19
66 12 26 1.000 568 903 16
67 37 17 1.000 709 716 16
68 14 24 1.000 762 665 15
69 33 2 1.000 859 562 21
70 28 33 1.000 610 651 23
71 29 36 1.000 943 607 18
72 29 2 1.000 922 828 18
73 33 31 1.000 720 686 24
74 33 22 1.000 686 758 22
75 16 28 1.000 885 610 22
76 29 31 1.000 1080 716 25
77 34 22 1.000 573 762 19
78 39 37 1.000 717 931 23
79 20 5 1.000 793 572 22
80 26 5 1.000 692 666 17
81 20 23 1.000 897 657 17
82 15 17 1.000 683 691 24
83 36 16 1.000 787 772 22
84 22 21 1.000 1057 1024 15
85 25 34 1.000 584 749 16
86 36 14 1.000 896 465 20
87 19 24 1.000 893 817 15
88 28 40 1.000 652 572 22
89 21 12 1.000 566 887 20
90 11 29 1.000 840 732 21
91 40 27 1.000 895 939 15
92 32 1 1.000 836 616 22
93 30 24 1.000 962 1008 24
94 22 1 1.000 941 1005 23
95 36 12 1.000 729 717 18
96 18 25 1.000 1028 454 17
97 16 31 1.000 686 734 16
98 19 25 1.000 900 706 24
99 4 21 1.000 1004 767 17
100 17 3 1.000 638 616 15
101 20 13 1.000 906 601 20
102 35 33 1.000 901 659 24
103 28 16 1.000 874 898 21
104 25 4 1.000 870 964 15
105 38 9 1.000 688 645 20
106 14 37 1.000 766 863 15
107 10 5 1.000 831 920 23
108 40 36 1.000 880 671 17
109 3 19 1.000 750 807 19
110 13 27 1.000 1021 720 24
111 40 39 1.000 934 799 25
112 23 16 1.000 1014 869 17
113 2 4 1.000 848 892 17
114 4 16 1.000 916 711 16
115 20 10 1.000 748 556 17
116 5 15 1.000 567 616 17
117 32 20 1.000 773 633 19
118 20 38 1.000 872 625 18
119 27 28 1.000 783 506 17
120 2 33 1.000 608 711 20
*Arcs: Index fromNode toNode fixedCost variableCost Weight(s)
1 2 34 47 4 206 69
2 2 32 37 2 135 88
3 34 38 62 8 191 47
4 2 33 45 3 123 181
5 34 27 39 6 267 139
6 38 17 55 10 130 146
7 32 20 65 7 120 141
8 20 23 47 1 245 103
9 27 39 41 7 144 104
10 32 26 69 12 90 144
11 38 3 27 4 265 84
12 33 16 40 6 264 247
13 33 28 88 11 111 47
14 26 35 44 2 88 153
15 28 25 73 9 196 61
16 32 13 43 3 153 95
17 26 19 62 9 131 140
18 39 1 55 3 240 178
19 34 5 55 5 235 127
20 1 31 28 5 257 188
21 27 36 70 10 44 94
22 16 4 47 4 119 249
23 2 40 57 11 193 50
24 3 18 56 9 154 133
25 3 10 60 2 61 106
26 1 12 100 4 81 24
27 36 11 32 4 211 156
28 38 24 44 6 109 140
29 19 9 59 4 210 214
30 17 14 57 3 161 112
31 26 8 32 2 88 145
32 5 15 44 8 79 239
33 17 30 56 6 196 115
34 40 29 30 1 178 194
35 1 7 50 9 237 250
36 31 6 48 9 153 215
37 2 37 36 5 78 131
38 17 22 39 3 122 215
39 31 21 31 4 129 187
40 34 2 69 3 149 189
41 32 34 61 11 106 144
42 38 32 12 2 259 119
43 33 34 38 4 220 130
44 27 34 51 2 193 104
45 17 33 45 2 111 225
46 20 38 42 6 263 98
47 23 27 52 4 154 251
48 39 33 21 3 105 130
49 26 34 52 10 184 232
50 3 26 15 2 235 224
51 16 27 17 2 226 264
52 28 32 34 4 194 158
53 35 39 23 4 139 97
54 25 17 31 2 143 244
55 13 17 42 6 153 116
56 19 27 31 4 258 251
57 1 20 55 9 241 91
58 5 3 59 8 72 134
59 31 17 52 6 178 161
60 36 25 54 5 233 112
61 4 27 68 6 85 77
62 40 20 32 2 161 246
63 18 1 53 10 214 161
64 10 5 79 8 107 32
65 12 17 60 3 85 226
66 11 32 64 8 102 184
67 24 17 33 6 137 79
68 9 19 39 7 205 220
69 14 9 63 12 124 105
70 8 24 68 9 217 143
71 15 34 71 13 146 167
72 30 26 14 3 283 98
73 29 40 28 2 276 168
74 7 2 36 4 243 78
75 6 31 53 3 142 58
76 37 29 56 10 206 246
77 22 26 46 4 113 192
78 21 33 55 4 77 183
79 38 28 67 12 218 66
80 28 39 38 7 235 190
81 36 10 69 8 220 94
82 15 31 25 2 232 244
83 7 39 49 6 126 94
84 1 34 16 2 156 156
85 34 36 43 1 159 149
86 39 3 26 4 240 195
87 14 39 43 7 137 218
88 7 19 62 10 189 71
89 29 19 61 3 201 172
90 5 32 53 8 107 107
91 38 34 43 3 185 228
92 19 12 42 5 244 112
93 25 29 54 6 227 119
94 39 32 35 7 250 116
95 28 11 83 8 45 101
96 35 23 30 5 223 234
97 31 9 55 4 79 208
98 11 35 68 7 108 191
99 36 3 51 7 119 241
100 15 7 14 1 178 233
101 24 30 73 9 79 55
102 38 25 42 1 231 240
103 6 5 58 9 199 237
104 16 33 41 2 81 83
105 29 20 34 2 198 121
106 21 19 14 2 167 210
107 33 40 64 2 64 111
108 17 23 69 12 198 233
