*Parameters
ProblemName RBWQN50A200C150W2MM_S5890
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 50
num_arcs 200
num_commodities 150
seed_num 5890
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 43 10 1.000 805 649 17
2 32 2 1.000 785 902 17
3 28 42 1.000 955 643 21
4 34 26 1.000 878 801 22
5 7 22 1.000 810 771 17
6 15 31 1.000 959 890 25
7 15 3 1.000 1069 901 19
8 47 26 1.000 696 627 21
9 3 41 1.000 832 871 23
10 31 9 1.000 737 1091 24
11 27 20 1.000 796 617 19
12 24 48 1.000 875 904 19
13 29 10 1.000 907 845 15
14 32 24 1.000 867 749 15
15 24 8 1.000 1126 831 18
16 11 13 1.000 742 1083 18
17 43 47 1.000 984 714 17
18 32 13 1.000 831 751 15
19 29 12 1.000 600 785 16
20 8 21 1.000 824 583 17
21 17 38 1.000 816 971 21
22 49 9 1.000 887 792 20
23 35 5 1.000 891 495 20
24 30 3 1.000 571 702 15
25 14 33 1.000 892 725 19
26 10 41 1.000 637 891 16
27 37 35 1.000 818 1033 22
28 19 35 1.000 803 901 22
29 27 5 1.000 773 812 22
30 31 20 1.000 824 846 25
31 11 16 1.000 916 820 19
32 47 33 1.000 692 803 16
33 8 12 1.000 595 712 17
34 42 47 1.000 896 884 23
35 28 15 1.000 862 882 25
36 13 35 1.000 841 744 25
37 1 41 1.000 659 857 17
38 21 14 1.000 844 862 18
39 26 10 1.000 878 648 25
40 36 11 1.000 617 1011 20
41 8 25 1.000 771 838 18
42 3 24 1.000 838 893 25
43 25 34 1.000 958 953 15
44 35 28 1.000 776 905 18
45 13 48 1.000 880 587 21
46 1 8 1.000 630 980 23
47 29 36 1.000 671 930 24
48 38 39 1.000 755 830 19
49 27 47 1.000 209 60 16
50 40 28 1.000 804 1022 15
51 16 1 1.000 705 1171 24
52 3 13 1.000 820 915 18
53 21 34 1.000 786 1085 24
54 2 16 1.000 749 852 18
55 24 37 1.000 724 945 15
56 46 7 1.000 1221 960 19
57 21 42 1.000 696 867 25
58 9 2 1.000 990 1169 24
59 40 12 1.000 613 1064 20
60 7 48 1.000 795 767 16
61 48 34 1.000 763 1164 15
62 43 34 1.000 1080 699 19
63 37 42 1.000 817 903 25
64 8 45 1.000 777 856 20
65 33 22 1.000 510 784 16
66 7 17 1.000 603 812 23
67 23 45 1.000 801 988 22
68 36 30 1.000 951 824 22
69 11 28 1.000 966 915 21
70 47 35 1.000 906 715 24
71 48 42 1.000 739 765 19
72 6 22 1.000 846 911 18
73 31 13 1.000 918 868 25
74 4 23 1.000 965 667 18
75 12 26 1.000 730 868 20
76 4 45 1.000 762 995 20
77 39 19 1.000 753 887 20
78 13 37 1.000 638 737 24
79 3 36 1.000 756 870 24
80 3 6 1.000 784 938 24
81 29 17 1.000 696 719 25
82 33 45 1.000 797 885 16
83 33 43 1.000 717 663 16
84 39 16 1.000 646 803 16
85 31 36 1.000 874 838 24
86 19 34 1.000 910 767 17
87 32 43 1.000 955 570 23
88 13 44 1.000 787 686 23
89 38 49 1.000 860 732 20
90 50 36 1.000 633 805 18
91 19 43 1.000 641 798 19
92 40 9 1.000 1118 815 18
93 13 16 1.000 702 766 24
94 29 11 1.000 676 777 15
95 9 30 1.000 810 952 15
96 43 38 1.000 209 241 25
97 13 40 1.000 831 517 20
98 20 26 1.000 664 891 21
99 11 37 1.000 926 770 23
100 42 8 1.000 720 858 18
101 22 6 1.000 654 817 21
102 27 10 1.000 715 669 15
103 25 1 1.000 1015 878 24
104 4 11 1.000 647 868 21
105 28 26 1.000 708 679 18
106 40 29 1.000 1047 860 19
107 45 36 1.000 746 578 18
108 48 35 1.000 1076 667 21
109 13 20 1.000 774 636 25
110 21 28 1.000 696 977 23
111 34 2 1.000 838 1069 22
112 16 17 1.000 485 703 15
113 4 30 1.000 828 926 25
114 3 48 1.000 886 663 16
115 41 15 1.000 853 993 24
116 25 44 1.000 679 873 19
117 35 9 1.000 887 751 15
118 39 17 1.000 605 738 20
119 29 6 1.000 669 868 20
120 29 48 1.000 715 820 25
121 21 13 1.000 703 832 17
122 32 3 1.000 741 978 17
123 49 33 1.000 630 989 23
124 29 38 1.000 943 966 21
