*Parameters
ProblemName RBWQN80A320C240W2MM_S7362
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 80
num_arcs 320
num_commodities 240
seed_num 7362
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 62 6 1.000 938 921 22
2 46 66 1.000 748 854 22
3 28 67 1.000 868 829 24
4 75 44 1.000 661 759 16
5 79 72 1.000 589 832 19
6 29 58 1.000 873 636 19
7 54 1 1.000 817 664 18
8 16 59 1.000 600 1155 19
9 11 61 1.000 778 958 23
10 68 10 1.000 830 950 19
11 63 58 1.000 773 702 24
12 54 67 1.000 795 878 19
13 54 51 1.000 702 711 16
14 22 11 1.000 1030 690 18
15 77 1 1.000 760 673 16
16 21 29 1.000 727 767 23
17 57 73 1.000 861 1069 15
18 64 36 1.000 1049 908 22
19 11 42 1.000 726 840 16
20 44 34 1.000 647 726 19
21 41 52 1.000 830 910 16
22 71 15 1.000 792 845 19
23 53 23 1.000 748 975 18
24 45 47 1.000 1119 1174 17
25 45 23 1.000 995 924 24
26 37 38 1.000 965 881 17
27 59 73 1.000 1000 911 16
28 48 64 1.000 874 854 21
29 53 19 1.000 1068 844 20
30 7 6 1.000 827 902 20
31 45 11 1.000 849 1024 19
32 30 78 1.000 636 829 18
33 19 41 1.000 922 877 23
34 29 56 1.000 601 1211 15
35 61 8 1.000 889 729 24
36 28 53 1.000 883 902 24
37 7 35 1.000 922 877 23
38 71 11 1.000 967 844 20
39 75 25 1.000 908 745 15
40 30 12 1.000 837 891 23
41 26 23 1.000 891 1059 15
42 67 49 1.000 817 848 25
