*Parameters
ProblemName RBWQN50A200C100W2MM_S7859
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 50
num_arcs 200
num_commodities 100
seed_num 7859
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 14 46 1.000 927 712 19
2 5 24 1.000 1051 744 21
3 9 28 1.000 967 856 23
4 3 18 1.000 833 828 23
5 42 37 1.000 618 741 17
6 28 26 1.000 606 737 16
7 4 1 1.000 569 617 21
8 18 4 1.000 495 677 16
9 1 28 1.000 746 658 18
10 22 48 1.000 603 785 16
11 46 8 1.000 892 728 15
12 12 21 1.000 511 660 19
13 20 40 1.000 884 715 21
14 26 8 1.000 1065 558 17
15 13 24 1.000 1079 737 18
16 13 21 1.000 582 867 18
17 10 1 1.000 795 686 25
18 48 35 1.000 572 871 16
19 31 19 1.000 1014 520 23
20 35 39 1.000 764 818 21
21 41 33 1.000 1005 731 20
22 26 11 1.000 921 800 22
23 49 38 1.000 622 977 23
24 45 38 1.000 613 833 19
25 28 18 1.000 507 773 17
26 45 7 1.000 665 790 25
27 41 8 1.000 946 717 19
28 14 31 1.000 820 652 21
29 50 37 1.000 679 701 25
30 47 48 1.000 856 791 19
31 34 39 1.000 760 863 17
32 46 16 1.000 907 762 21
33 8 13 1.000 693 547 17
34 26 42 1.000 762 802 15
35 31 30 1.000 645 984 25
36 24 8 1.000 886 626 17
37 1 46 1.000 717 658 17
38 1 31 1.000 703 476 19
39 5 16 1.000 1009 741 24
40 50 19 1.000 666 785 25
41 10 20 1.000 639 731 21
42 43 17 1.000 717 757 17
43 43 4 1.000 608 716 21
44 45 11 1.000 591 706 16
45 36 45 1.000 722 585 15
46 17 28 1.000 766 1009 22
47 11 42 1.000 827 570 22
48 46 26 1.000 735 873 15
49 23 44 1.000 762 657 17
50 9 40 1.000 847 978 20
51 41 32 1.000 857 994 19
52 43 41 1.000 667 877 20
53 50 49 1.000 600 586 16
54 9 45 1.000 886 856 19
55 33 3 1.000 893 855 21
56 35 13 1.000 621 904 25
57 20 3 1.000 875 707 16
58 16 48 1.000 851 712 19
59 47 17 1.000 853 767 18
60 14 32 1.000 792 916 21
61 19 21 1.000 740 1151 23
62 17 6 1.000 1075 754 23
63 44 18 1.000 713 533 22
64 26 20 1.000 528 885 18
65 16 8 1.000 605 861 20
66 16 23 1.000 738 533 16
67 20 23 1.000 873 583 15
68 46 22 1.000 716 752 22
69 7 26 1.000 873 768 19
70 8 34 1.000 787 680 19
71 3 2 1.000 757 800 16
72 38 49 1.000 826 686 18
73 32 3 1.000 681 1105 21
74 49 45 1.000 1053 826 20
75 32 40 1.000 893 871 22
76 49 18 1.000 642 877 21
77 5 7 1.000 857 897 23
78 20 18 1.000 611 908 18
79 12 19 1.000 705 590 18
80 30 1 1.000 545 967 15
81 7 27 1.000 950 765 17
82 42 18 1.000 645 829 19
83 28 11 1.000 568 677 19
84 42 3 1.000 706 834 23
85 18 22 1.000 547 639 15
86 29 1 1.000 608 618 16
87 23 49 1.000 691 711 24
88 5 42 1.000 859 843 21
89 19 7 1.000 1014 913 16
90 29 31 1.000 646 863 20
91 21 9 1.000 826 971 25
92 3 23 1.000 758 778 25
93 11 5 1.000 678 787 17
94 29 13 1.000 744 598 23
95 40 42 1.000 865 695 17
96 16 13 1.000 549 724 21
97 21 36 1.000 831 812 17
98 28 3 1.000 695 651 16
99 12 45 1.000 673 613 18
100 5 43 1.000 808 837 20
*Arcs: Index fromNode toNode fixedCost variableCost Weight(s)
1 4 15 64 10 81 57
2 4 44 28 6 246 263
3 44 13 71 9 39 38
4 4 2 77 4 110 195
5 15 1 52 8 220 185
6 1 22 45 8 105 106
7 44 43 57 8 87 150
8 44 8 28 2 107 172
9 1 42 35 3 70 181
10 43 50 23 4 95 200
11 8 12 47 3 90 113
12 12 30 72 13 195 162
13 4 23 56 3 106 117
14 8 9 64 3 204 100
15 22 36 78 13 208 166
16 1 17 54 10 242 171
17 50 11 65 4 93 123
18 2 14 74 12 216 93
19 12 32 39 5 122 75
20 4 45 57 11 238 189
21 32 39 36 5 78 202
22 12 49 29 4 79 270
23 15 38 51 7 61 241
24 42 28 53 2 114 229
25 43 3 45 7 177 91
26 50 47 68 9 101 68
27 44 10 59 11 184 62
28 14 24 37 1 241 188
29 43 37 48 10 130 219
30 42 18 23 4 171 253
31 49 41 29 5 83 212
32 42 19 36 5 243 255
33 3 46 69 3 190 208
34 50 16 63 8 153 151
35 39 20 46 2 203 55
36 37 40 64 4 129 229
37 20 48 30 2 263 255
38 24 34 45 6 225 65
39 30 31 89 16 55 194
40 30 25 75 11 119 98
41 25 26 50 4 206 74
42 15 5 46 5 92 133
43 45 33 79 11 140 121
44 46 7 48 5 172 144
45 3 35 71 3 66 28
46 8 21 56 11 192 44
47 10 6 58 4 227 123
48 45 29 67 3 49 163
49 48 27 54 3 146 233
50 15 4 33 5 263 106
51 44 4 74 11 26 155
52 13 4 32 1 204 268
53 2 13 30 1 199 241
54 1 4 64 9 140 107
55 22 44 66 9 143 90
56 43 1 9 2 261 216
57 8 44 38 3 158 234
58 42 43 22 3 248 194
59 50 44 34 6 224 116
60 12 1 40 3 192 155
61 30 1 74 4 102 69
62 23 42 65 11 122 212
63 9 23 54 4 170 143
64 36 15 75 11 129 38
65 17 13 25 4 95 108
66 11 1 83 10 67 151
67 14 23 57 7 221 48
68 32 13 70 2 206 60
69 45 9 66 8 166 138
70 39 32 61 10 180 225
71 49 45 84 5 196 39
72 38 39 42 6 151 197
73 28 42 28 1 247 237
74 3 43 18 3 153 120
75 47 30 14 2 221 141
76 10 14 55 2 76 209
77 24 39 22 4 219 198
78 37 8 49 3 166 155
79 18 47 20 2 150 114
80 41 50 34 6 147 196
81 19 9 60 8 138 104
82 46 23 51 8 153 233
83 16 15 52 2 124 100
84 20 23 52 10 228 229
85 40 20 48 8 220 146
86 48 49 51 9 103 89
87 34 24 32 1 207 167
88 31 43 52 4 142 226
89 25 17 27 5 120 269
90 26 31 59 10 126 139
91 5 17 49 6 75 91
92 33 46 20 1 199 197
93 7 8 31 1 241 78
94 35 18 55 2 121 168
95 21 35 8 1 257 116
96 6 47 19 2 258 202
97 29 25 39 2 232 65
98 27 17 70 1 184 172
99 36 14 42 2 147 135
100 36 13 51 2 228 99
101 40 2 65 5 183 189
102 16 12 44 8 60 245
103 34 49 58 5 185 65
104 43 7 71 5 103 118
