*Parameters
ProblemName RBWQN50A200C150W2MM_S1788
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 50
num_arcs 200
num_commodities 150
seed_num 1788
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 40 45 1.000 621 773 16
2 43 46 1.000 780 651 17
3 13 28 1.000 802 708 18
4 5 42 1.000 594 688 19
5 13 29 1.000 842 723 16
6 7 2 1.000 733 809 18
7 26 23 1.000 757 810 25
8 35 6 1.000 611 861 22
9 25 15 1.000 760 741 25
10 25 32 1.000 517 761 21
11 27 28 1.000 717 868 17
12 31 29 1.000 702 688 16
13 1 32 1.000 547 891 18
14 48 41 1.000 824 630 24
15 23 46 1.000 816 481 19
16 19 17 1.000 651 872 19
17 45 42 1.000 890 763 22
18 43 12 1.000 943 759 18
19 33 48 1.000 813 794 25
20 22 41 1.000 651 837 15
21 14 16 1.000 871 786 17
22 19 45 1.000 869 738 23
23 31 9 1.000 638 646 23
24 25 16 1.000 920 601 23
25 5 27 1.000 748 706 22
26 23 20 1.000 730 603 23
27 10 7 1.000 716 727 21
28 15 42 1.000 681 694 19
29 38 10 1.000 876 875 21
30 38 31 1.000 528 925 22
31 2 24 1.000 710 636 18
32 44 46 1.000 758 532 25
33 31 18 1.000 496 733 15
34 32 18 1.000 714 737 19
35 20 12 1.000 711 834 21
36 26 10 1.000 931 624 15
37 31 19 1.000 661 580 17
38 9 26 1.000 757 789 24
39 50 16 1.000 738 799 20
40 49 23 1.000 667 877 24
41 1 35 1.000 923 805 20
42 16 2 1.000 1115 656 22
43 32 4 1.000 877 675 21
44 2 29 1.000 733 770 16
45 34 6 1.000 585 703 25
46 35 11 1.000 812 734 24
47 7 42 1.000 655 685 16
48 19 43 1.000 724 772 15
49 4 20 1.000 694 699 20
50 6 31 1.000 731 660 24
51 44 49 1.000 656 587 17
52 35 25 1.000 795 802 18
53 3 5 1.000 631 747 24
54 36 15 1.000 840 603 23
55 10 37 1.000 471 890 17
56 36 16 1.000 887 680 18
57 3 47 1.000 765 628 19
58 9 36 1.000 669 858 18
59 48 7 1.000 622 935 21
60 47 14 1.000 863 854 16
61 22 48 1.000 760 790 19
62 40 9 1.000 689 730 22
63 27 17 1.000 870 772 23
64 37 26 1.000 826 775 15
65 19 23 1.000 820 792 19
66 44 35 1.000 721 602 23
67 14 36 1.000 769 790 16
68 27 8 1.000 835 663 20
69 15 8 1.000 681 771 25
70 30 28 1.000 621 764 21
71 3 21 1.000 694 800 22
72 43 16 1.000 675 857 16
73 7 35 1.000 916 598 21
74 3 17 1.000 849 761 17
