*Parameters
ProblemName RBWQN80A320C240W2MM_S6371
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 80
num_arcs 320
num_commodities 240
seed_num 6371
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 66 77 1.000 718 862 24
2 47 11 1.000 860 892 17
3 79 41 1.000 566 706 16
4 56 32 1.000 1008 971 21
5 52 63 1.000 525 994 20
6 69 8 1.000 679 775 24
7 40 70 1.000 841 877 19
8 52 30 1.000 680 881 21
9 57 61 1.000 788 895 19
10 20 77 1.000 686 905 19
11 60 7 1.000 936 995 16
12 57 56 1.000 813 692 18
13 23 11 1.000 902 777 17
14 19 35 1.000 786 723 16
15 16 60 1.000 846 1007 23
16 49 12 1.000 1178 1097 25
17 10 61 1.000 715 801 22
18 3 72 1.000 701 867 22
19 67 77 1.000 581 764 24
20 44 10 1.000 877 814 24
21 66 31 1.000 646 1038 18
22 43 33 1.000 567 1181 19
23 52 8 1.000 464 761 16
24 80 2 1.000 875 796 20
25 58 50 1.000 895 648 24
26 11 48 1.000 824 1067 17
27 41 78 1.000 1003 1306 25
28 54 26 1.000 887 593 22
29 28 72 1.000 627 920 24
30 4 38 1.000 995 901 24
31 45 71 1.000 793 707 17
32 43 71 1.000 906 975 24
33 22 52 1.000 849 955 17
34 44 52 1.000 509 712 17
35 59 43 1.000 853 623 17
36 20 4 1.000 801 990 17
37 34 74 1.000 707 790 23
38 70 7 1.000 67 215 24
39 62 61 1.000 800 810 17
40 2 74 1.000 714 1035 23
41 31 12 1.000 809 572 15
42 41 15 1.000 650 1073 23
43 50 72 1.000 1013 671 17
44 43 11 1.000 775 1020 24
45 28 13 1.000 707 915 23
46 2 55 1.000 968 852 19
47 20 17 1.000 689 1052 18
48 31 4 1.000 806 879 25
49 29 61 1.000 886 648 17
50 77 5 1.000 514 967 16
51 35 8 1.000 542 773 16
52 77 15 1.000 875 860 25
53 20 12 1.000 620 956 16
54 40 64 1.000 763 872 21
55 80 49 1.000 671 727 22
56 43 36 1.000 1270 771 24
57 34 12 1.000 718 888 24
58 72 1 1.000 806 944 25
59 34 29 1.000 806 858 25
60 53 14 1.000 716 1063 20
61 44 71 1.000 719 708 20
62 18 14 1.000 735 889 17
63 52 67 1.000 731 947 16
64 24 25 1.000 904 815 25
65 9 65 1.000 611 906 22
66 79 47 1.000 765 549 22
67 28 19 1.000 612 917 17
68 53 16 1.000 660 801 15
69 62 30 1.000 955 931 23
70 64 37 1.000 758 1013 15
71 3 21 1.000 608 968 17
72 60 16 1.000 807 962 24
73 36 9 1.000 651 770 23
74 64 20 1.000 787 774 15
75 69 63 1.000 753 1015 22
76 75 31 1.000 863 943 15
77 74 20 1.000 957 561 23
78 53 75 1.000 1004 760 20
79 5 67 1.000 875 836 17
80 29 78 1.000 1004 1187 24
81 56 29 1.000 1018 673 17
82 3 54 1.000 560 888 15
83 18 41 1.000 616 683 21
84 69 52 1.000 633 962 22
85 79 39 1.000 720 630 15
86 24 30 1.000 822 1065 17
87 32 15 1.000 643 810 21
88 42 34 1.000 1401 996 21
89 53 76 1.000 656 860 21
90 8 27 1.000 1063 689 17
91 70 50 1.000 567 678 17
92 43 6 1.000 1022 938 24
93 68 19 1.000 50 67 25
94 19 28 1.000 1029 714 17
95 16 66 1.000 901 712 23
96 3 33 1.000 807 671 16
97 23 36 1.000 1079 911 25
98 48 73 1.000 750 732 17
99 4 71 1.000 862 808 19
100 44 58 1.000 727 735 17
101 73 7 1.000 895 1025 25
102 78 48 1.000 870 908 15
103 24 8 1.000 707 926 25
104 53 28 1.000 903 829 22
105 28 5 1.000 632 676 15
106 20 26 1.000 657 937 16
107 74 32 1.000 862 1091 25
108 42 22 1.000 893 1092 23
109 57 69 1.000 755 708 18
110 48 78 1.000 1079 1008 21
111 14 62 1.000 565 782 15
112 54 48 1.000 781 847 18
113 39 21 1.000 676 850 19
114 71 50 1.000 737 841 19
115 58 22 1.000 991 774 20
116 42 43 1.000 837 1080 24
117 55 29 1.000 761 828 18
118 63 77 1.000 907 849 20
119 37 78 1.000 907 1352 19
120 33 27 1.000 790 824 17
121 27 23 1.000 844 663 15
122 7 62 1.000 1009 746 23
123 24 4 1.000 791 1099 20
124 45 9 1.000 671 718 20
125 3 71 1.000 665 868 21
126 50 21 1.000 663 1057 17
127 73 34 1.000 800 1140 20
128 16 39 1.000 878 900 20
129 43 49 1.000 934 819 24
130 49 13 1.000 1062 1224 20
131 45 60 1.000 790 983 16
132 27 3 1.000 682 760 21
133 11 46 1.000 791 1019 23
134 73 56 1.000 826 591 21
135 15 38 1.000 1058 806 17
136 26 35 1.000 711 659 20
137 13 12 1.000 830 1082 22
138 63 25 1.000 989 785 18
139 39 1 1.000 602 874 23
140 11 5 1.000 661 894 16
141 80 6 1.000 658 1053 21
142 17 49 1.000 535 756 19
143 39 20 1.000 600 618 18
144 24 18 1.000 842 943 23
145 61 80 1.000 740 928 23
146 21 62 1.000 662 750 22
147 20 13 1.000 683 1024 19
148 16 67 1.000 858 1144 17
149 18 38 1.000 709 740 15
150 11 79 1.000 744 1040 24
151 66 47 1.000 656 775 21
152 68 74 1.000 646 808 24
153 20 43 1.000 898 762 24
154 24 76 1.000 853 794 20
155 67 74 1.000 546 855 22
156 64 5 1.000 668 880 15
157 4 58 1.000 748 1091 21
158 1 80 1.000 1234 1049 25
159 36 13 1.000 729 840 24
160 54 52 1.000 614 712 16
161 8 71 1.000 841 715 25
162 38 31 1.000 686 1003 23
163 22 2 1.000 948 876 19
164 71 43 1.000 954 597 15
165 48 77 1.000 500 886 15
166 54 35 1.000 623 789 17
167 53 36 1.000 949 718 19
168 28 34 1.000 1115 864 20
169 17 63 1.000 741 793 20
170 36 24 1.000 973 705 24
171 54 53 1.000 819 655 15
172 65 79 1.000 671 762 15
173 46 14 1.000 1022 1228 24
174 42 59 1.000 1122 889 24
175 56 6 1.000 771 996 15
176 48 75 1.000 893 847 17
177 15 28 1.000 887 1073 16
178 30 28 1.000 970 645 25
179 31 29 1.000 813 818 24
180 43 8 1.000 662 1064 23
181 43 59 1.000 992 893 17
182 16 21 1.000 801 865 22
183 75 21 1.000 815 972 23
184 7 25 1.000 1063 763 22
185 37 42 1.000 776 777 18
186 58 16 1.000 965 609 15
187 18 6 1.000 676 895 25
188 40 56 1.000 828 824 19
189 36 78 1.000 1080 1111 25
190 70 53 1.000 789 907 22
191 48 35 1.000 771 698 15
192 66 41 1.000 649 780 20
193 64 2 1.000 874 1099 23
194 62 11 1.000 830 819 21
195 40 71 1.000 700 987 20
196 35 19 1.000 701 891 19
197 1 27 1.000 1371 986 24
198 24 79 1.000 928 856 24
199 54 49 1.000 575 738 20
200 11 39 1.000 893 1069 16
201 68 48 1.000 855 822 22
202 13 76 1.000 806 922 20
203 50 27 1.000 748 1134 18
204 52 2 1.000 620 927 22
205 1 43 1.000 1204 723 21
206 51 54 1.000 637 801 15
207 56 7 1.000 1041 995 24
208 77 74 1.000 686 812 18
209 19 27 1.000 877 789 19
210 39 55 1.000 722 718 16
211 7 5 1.000 913 597 15
212 52 13 1.000 758 647 20
213 66 42 1.000 520 837 15
214 75 16 1.000 812 979 22
215 57 7 1.000 811 1130 22
216 30 37 1.000 551 855 23
217 37 45 1.000 747 870 22
218 7 77 1.000 992 758 22
219 70 6 1.000 858 668 15
220 69 4 1.000 813 893 15
221 28 44 1.000 843 707 22
222 54 8 1.000 598 809 24
223 73 71 1.000 803 746 22
224 33 19 1.000 714 837 16
225 68 22 1.000 767 712 21
226 45 79 1.000 720 844 22
