*Parameters
ProblemName RBWQN50A200C100W2MM_S8226
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 50
num_arcs 200
num_commodities 100
seed_num 8226
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 26 7 1.000 834 906 19
2 7 19 1.000 954 636 25
3 3 25 1.000 633 773 21
4 49 20 1.000 753 878 19
5 39 26 1.000 663 686 15
6 40 23 1.000 828 877 25
7 31 45 1.000 935 873 22
8 17 14 1.000 539 773 16
9 46 23 1.000 584 1185 15
10 6 37 1.000 499 783 16
11 27 24 1.000 729 683 25
12 38 40 1.000 1087 1020 25
13 29 27 1.000 797 1041 15
14 13 5 1.000 722 850 22
15 7 8 1.000 853 858 16
16 36 2 1.000 907 780 20
17 6 21 1.000 469 822 24
18 3 49 1.000 578 765 21
19 10 5 1.000 603 809 22
20 20 40 1.000 813 878 21
21 10 14 1.000 703 707 20
22 50 16 1.000 789 759 21
23 12 16 1.000 799 1012 24
24 50 48 1.000 799 693 21
25 20 13 1.000 619 598 15
26 10 21 1.000 615 561 17
27 13 29 1.000 714 858 25
28 11 27 1.000 686 1016 20
29 25 15 1.000 635 1009 23
30 31 22 1.000 892 1052 19
31 9 5 1.000 500 841 16
32 2 32 1.000 942 770 19
33 35 9 1.000 548 723 15
34 4 43 1.000 935 753 21
35 30 38 1.000 754 939 23
36 43 13 1.000 744 890 17
37 36 9 1.000 588 836 21
38 42 22 1.000 969 781 23
39 6 2 1.000 914 703 17
40 14 45 1.000 774 759 15
41 44 9 1.000 627 712 19
42 45 48 1.000 675 629 15
43 49 17 1.000 604 832 16
44 11 39 1.000 736 733 21
45 32 10 1.000 748 757 16
46 47 12 1.000 713 914 20
47 5 20 1.000 809 810 18
48 21 45 1.000 649 773 19
49 1 2 1.000 678 844 16
50 23 27 1.000 766 1018 17
51 39 22 1.000 837 867 21
52 9 33 1.000 654 709 16
53 9 27 1.000 725 1033 17
54 8 16 1.000 843 767 24
55 31 5 1.000 791 896 23
56 16 30 1.000 794 754 16
57 22 30 1.000 894 654 20
58 48 33 1.000 791 655 19
59 10 8 1.000 935 896 20
60 11 1 1.000 708 712 18
61 5 42 1.000 736 488 20
62 1 30 1.000 620 935 25
63 25 10 1.000 724 855 21
64 25 44 1.000 615 747 16
65 4 14 1.000 778 661 20
66 8 3 1.000 707 636 16
67 7 21 1.000 562 650 19
68 40 16 1.000 923 770 24
69 45 30 1.000 527 800 16
70 30 10 1.000 763 851 22
71 22 49 1.000 598 749 18
72 25 47 1.000 610 898 21
73 42 7 1.000 962 656 20
74 18 17 1.000 708 1202 17
75 42 4 1.000 748 733 16
76 42 35 1.000 707 855 20
77 24 37 1.000 599 691 18
78 3 1 1.000 802 683 23
79 44 18 1.000 776 609 21
80 43 36 1.000 1011 726 20
81 23 45 1.000 704 751 21
82 41 22 1.000 698 933 20
83 17 32 1.000 838 788 22
84 33 34 1.000 866 752 19
85 6 14 1.000 593 685 19
86 14 32 1.000 851 705 22
87 49 28 1.000 582 863 21
88 2 23 1.000 759 835 19
89 19 18 1.000 623 925 21
