*Parameters
ProblemName RBWQN50A200C200W2MM_S8273
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 50
num_arcs 200
num_commodities 200
seed_num 8273
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 49 33 1.000 979 607 24
2 23 30 1.000 725 749 18
3 27 9 1.000 959 755 15
4 25 9 1.000 975 725 24
5 48 16 1.000 713 684 21
6 40 41 1.000 855 1120 18
7 40 26 1.000 830 876 21
8 38 25 1.000 820 701 23
9 35 30 1.000 726 611 19
10 23 1 1.000 700 998 18
11 28 7 1.000 692 1047 25
12 1 32 1.000 729 716 16
13 17 46 1.000 898 769 17
14 20 17 1.000 779 928 15
15 6 36 1.000 859 844 19
16 23 32 1.000 753 655 21
17 28 4 1.000 736 701 22
18 41 7 1.000 801 786 21
19 37 13 1.000 573 879 23
20 15 38 1.000 867 598 15
21 6 33 1.000 847 865 22
22 21 2 1.000 730 607 24
23 43 23 1.000 765 722 21
24 19 46 1.000 1028 745 19
25 26 48 1.000 741 864 15
26 8 22 1.000 617 855 25
27 8 19 1.000 571 795 18
28 35 34 1.000 770 717 22
29 20 48 1.000 823 856 22
30 40 24 1.000 774 1102 19
31 16 4 1.000 812 611 20
32 24 9 1.000 994 768 17
33 5 19 1.000 939 616 20
34 5 23 1.000 708 802 16
35 47 7 1.000 821 869 16
36 45 6 1.000 668 813 22
37 26 13 1.000 672 783 16
38 10 21 1.000 799 912 24
39 6 8 1.000 902 956 15
40 40 10 1.000 821 930 24
41 47 37 1.000 923 619 18
42 42 37 1.000 736 617 18
43 42 23 1.000 566 1034 25
44 24 16 1.000 765 812 23
45 9 41 1.000 1158 874 22
46 43 17 1.000 821 742 18
47 5 13 1.000 802 722 15
48 45 4 1.000 737 778 23
49 37 44 1.000 654 696 15
50 46 6 1.000 526 972 22
51 11 5 1.000 643 772 23
52 41 30 1.000 565 708 20
53 27 3 1.000 901 682 22
54 21 44 1.000 674 764 19
55 13 26 1.000 576 841 20
56 39 1 1.000 712 985 16
57 24 20 1.000 599 1051 25
58 1 8 1.000 900 887 24
59 25 35 1.000 636 922 25
60 10 19 1.000 708 677 17
61 4 46 1.000 821 831 18
62 9 42 1.000 649 1103 24
63 44 34 1.000 535 689 21
64 12 17 1.000 986 1069 21
65 43 45 1.000 351 804 16
66 15 27 1.000 767 896 22
67 33 45 1.000 700 726 24
68 13 9 1.000 849 845 22
69 48 11 1.000 596 846 19
70 33 13 1.000 676 971 25
71 43 6 1.000 617 786 25
72 32 23 1.000 828 782 24
73 7 41 1.000 917 939 16
74 5 20 1.000 617 741 24
75 49 19 1.000 605 903 19
76 40 28 1.000 825 962 16
77 18 14 1.000 938 795 25
78 40 47 1.000 707 856 18
79 28 10 1.000 716 848 15
80 37 15 1.000 426 860 19
81 8 30 1.000 807 707 25
82 4 44 1.000 649 796 17
83 50 2 1.000 743 683 25
84 5 3 1.000 905 867 24
85 35 24 1.000 902 863 25
86 19 44 1.000 761 873 22
87 11 41 1.000 895 923 19
88 12 29 1.000 788 780 17
89 17 33 1.000 844 641 24
90 9 49 1.000 817 1116 18
91 4 32 1.000 758 599 19
92 34 30 1.000 588 730 15
93 20 31 1.000 716 777 20
94 3 16 1.000 689 691 19
95 31 43 1.000 649 664 16
96 8 45 1.000 564 771 20
97 1 48 1.000 849 857 25
98 33 1 1.000 744 845 15
99 14 42 1.000 598 884 15
100 47 39 1.000 831 611 16
101 12 37 1.000 738 925 17
102 43 26 1.000 665 699 23
103 3 29 1.000 497 818 17
104 36 8 1.000 958 921 15
105 16 9 1.000 684 962 15
106 44 2 1.000 593 698 23
107 40 3 1.000 835 892 21
108 13 19 1.000 844 575 19
109 48 46 1.000 1089 653 24
110 5 37 1.000 715 698 22
111 16 33 1.000 763 792 18
112 8 5 1.000 761 605 18
113 37 21 1.000 685 924 21
114 11 7 1.000 941 688 15
115 35 10 1.000 927 729 24
116 44 1 1.000 785 948 20
117 28 17 1.000 971 911 15
118 26 17 1.000 1071 659 16
119 36 4 1.000 787 696 15
120 40 34 1.000 775 867 22
121 50 14 1.000 694 755 21
122 19 26 1.000 762 785 24
123 44 15 1.000 628 740 22
124 45 1 1.000 623 842 16
125 43 33 1.000 830 538 18
126 28 29 1.000 726 665 15
127 11 37 1.000 698 604 15
128 3 47 1.000 704 758 22
129 34 16 1.000 716 670 23
130 15 31 1.000 548 970 18
131 9 44 1.000 850 817 15
132 12 31 1.000 692 896 15
133 29 5 1.000 776 816 22
134 21 31 1.000 630 746 22
135 15 6 1.000 897 842 25
136 11 28 1.000 944 743 23
137 40 44 1.000 848 848 21
138 45 21 1.000 962 719 21
139 26 47 1.000 567 816 23
140 29 22 1.000 406 1074 25
141 25 47 1.000 832 517 15
142 44 31 1.000 630 816 25
143 42 1 1.000 521 964 15
144 27 10 1.000 824 706 19
145 26 44 1.000 697 814 19
146 37 8 1.000 706 745 15
147 41 9 1.000 899 784 22
148 17 32 1.000 768 713 17
149 8 35 1.000 659 917 25
150 8 40 1.000 732 916 25
151 28 25 1.000 800 678 20
152 27 34 1.000 685 677 16
153 23 25 1.000 792 628 22
154 24 14 1.000 756 934 24
155 7 47 1.000 674 716 23
156 39 46 1.000 1069 822 21
157 32 25 1.000 633 720 16
158 38 48 1.000 873 858 20
159 21 32 1.000 741 588 20
160 16 19 1.000 743 757 23
161 24 25 1.000 724 913 24
162 26 30 1.000 565 826 17
163 38 36 1.000 641 766 19
164 48 20 1.000 617 803 18
165 48 1 1.000 806 771 20
166 9 13 1.000 830 801 17
167 44 43 1.000 662 605 15
168 50 16 1.000 395 805 15
169 4 13 1.000 811 692 21
170 1 19 1.000 731 776 25
171 49 32 1.000 644 841 16
172 7 26 1.000 712 800 18
173 19 38 1.000 829 818 25
174 27 30 1.000 630 763 19
175 22 11 1.000 702 751 15
176 30 46 1.000 1054 868 16
177 3 14 1.000 782 648 22
178 25 39 1.000 736 654 18
179 6 29 1.000 742 901 19
180 27 6 1.000 692 838 24
181 50 44 1.000 546 961 23
182 48 12 1.000 752 739 20
183 21 6 1.000 948 511 24
184 18 4 1.000 738 894 25
185 5 49 1.000 682 1119 23
186 9 7 1.000 1012 878 22
187 32 29 1.000 729 614 19
188 42 3 1.000 789 800 20
189 29 41 1.000 856 916 17
190 24 21 1.000 859 1090 19
191 27 31 1.000 679 733 22
192 42 44 1.000 704 834 19
193 32 27 1.000 837 798 16
194 14 13 1.000 599 959 18
195 8 42 1.000 756 802 22
196 7 23 1.000 706 774 19
197 43 14 1.000 574 852 19
198 10 38 1.000 919 656 17
199 11 17 1.000 821 858 16
200 25 19 1.000 785 704 19
*Arcs: Index fromNode toNode fixedCost variableCost Weight(s)
1 43 4 53 4 229 137
2 4 34 33 7 159 246
3 4 47 77 1 206 208
4 4 31 62 12 48 237
5 43 2 63 5 169 164
6 43 37 70 3 65 77
7 37 23 26 4 150 179
8 31 26 77 3 195 128
9 2 44 16 1 210 229
10 44 7 46 2 234 118
11 37 32 54 6 71 89
12 4 20 29 3 112 224
13 37 33 63 13 99 48
14 2 42 38 5 109 264
15 23 30 47 4 116 61
16 20 15 37 4 184 210
17 20 22 82 13 55 132
18 23 21 32 4 199 126
19 23 1 62 6 174 129
20 21 36 69 9 140 45
21 22 6 63 10 221 236
22 42 10 52 5 193 208
23 7 41 76 4 133 195
24 2 13 44 8 160 164
25 43 18 52 2 121 167
26 1 24 78 4 155 139
27 41 27 54 1 68 149
28 24 17 24 3 277 218
29 17 48 57 7 91 212
30 48 3 20 3 188 165
31 43 29 66 8 182 113
32 26 49 49 9 93 188
33 34 5 63 2 49 80
34 42 35 37 1 158 128
35 29 45 55 9 60 69
36 37 40 29 4 122 191
37 33 50 50 6 87 105
38 10 28 30 6 207 112
39 45 46 33 7 246 178
40 49 12 22 3 227 266
41 5 19 59 6 71 117
42 30 39 71 9 112 49
43 32 38 33 4 104 197
44 32 11 40 7 91 122
45 27 9 37 6 113 151
46 22 25 68 11 94 172
47 17 14 60 4 130 116
48 28 8 76 3 201 164
49 20 16 70 3 94 131
50 4 43 55 4 231 195
51 34 43 24 3 127 253
52 47 4 59 5 74 175
53 31 47 98 6 126 103
54 2 34 29 3 277 118
55 37 43 34 5 148 125
56 23 37 32 4 223 145
57 26 4 64 6 221 54
58 44 26 59 5 92 160
59 7 34 23 2 88 250
60 32 47 41 1 242 131
61 20 44 66 6 232 178
62 33 7 20 2 156 262
63 42 2 64 4 39 194
64 30 42 27 4 201 212
65 15 44 41 4 139 216
66 22 15 42 5 84 156
67 21 22 29 4 110 139
68 1 43 70 2 167 146
69 36 34 38 2 247 123
70 6 2 46 4 185 258
71 10 4 52 2 102 93
72 41 2 65 10 142 166
