*Parameters
ProblemName RBWQN50A150C150W2MM_S5958
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 50
num_arcs 150
num_commodities 150
seed_num 5958
arc_span 1
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 7 4 1.000 996 1111 15
2 33 16 1.000 1009 853 24
3 25 9 1.000 1198 1054 23
4 24 11 1.000 983 872 20
5 40 7 1.000 1112 932 18
6 42 17 1.000 706 1096 18
7 9 6 1.000 1032 748 22
8 24 46 1.000 1152 888 24
9 24 33 1.000 918 813 16
10 5 15 1.000 1043 992 24
11 46 39 1.000 998 1211 17
12 9 50 1.000 913 1044 18
13 1 41 1.000 1046 1316 19
14 6 39 1.000 774 847 23
15 8 3 1.000 1118 884 17
16 11 20 1.000 892 806 18
17 34 20 1.000 1047 1051 19
18 9 4 1.000 1170 669 20
19 5 21 1.000 906 895 19
20 50 30 1.000 1147 926 24
21 9 37 1.000 1091 999 22
22 22 41 1.000 1086 1092 20
23 2 4 1.000 1566 1111 17
24 14 17 1.000 811 906 15
25 35 2 1.000 761 1073 24
26 22 11 1.000 932 994 19
27 4 46 1.000 1050 1310 21
28 25 27 1.000 1223 1064 21
29 12 50 1.000 738 1197 22
30 37 10 1.000 805 773 19
31 28 33 1.000 1079 833 21
32 45 16 1.000 850 879 21
33 45 44 1.000 984 839 22
34 6 17 1.000 716 1021 21
35 29 1 1.000 864 824 15
36 23 42 1.000 885 848 20
37 38 33 1.000 1074 690 20
38 21 35 1.000 973 805 19
39 41 1 1.000 811 838 25
40 13 45 1.000 1061 976 19
41 8 36 1.000 1380 977 17
42 33 30 1.000 809 785 18
43 45 26 1.000 862 824 24
44 4 32 1.000 1159 1129 23
45 31 23 1.000 942 765 15
46 19 28 1.000 1056 872 21
47 9 27 1.000 933 819 15
48 49 38 1.000 841 940 22
49 12 20 1.000 541 912 17
50 36 14 1.000 880 847 20
51 10 9 1.000 1204 1084 18
52 48 50 1.000 1232 1041 22
53 47 10 1.000 883 1003 25
54 16 34 1.000 1068 996 25
55 10 13 1.000 1137 1208 21
56 41 45 1.000 1029 847 20
57 10 32 1.000 1163 1342 20
58 7 29 1.000 1236 935 24
59 7 8 1.000 1379 1137 21
60 27 37 1.000 1119 939 15
61 14 3 1.000 902 1012 18
62 45 48 1.000 1129 816 25
63 28 30 1.000 905 856 18
64 36 12 1.000 1065 831 24
65 27 16 1.000 910 909 17
66 10 50 1.000 997 1426 15
