*Parameters
ProblemName RBWQN40A160C120W2MM_S3861
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 40
num_arcs 160
num_commodities 120
seed_num 3861
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 18 25 1.000 693 641 16
2 30 5 1.000 474 769 20
3 35 37 1.000 520 817 25
4 28 9 1.000 704 732 18
5 36 21 1.000 833 906 20
6 6 9 1.000 698 667 23
7 21 27 1.000 803 352 22
8 38 23 1.000 734 715 23
9 30 2 1.000 799 479 16
10 3 29 1.000 802 431 16
11 2 39 1.000 754 595 19
12 25 29 1.000 792 487 20
13 15 8 1.000 661 598 25
14 17 28 1.000 726 1031 16
15 3 13 1.000 603 699 15
16 14 19 1.000 539 631 21
17 16 6 1.000 546 874 19
18 8 15 1.000 607 573 17
19 28 36 1.000 647 724 15
20 10 17 1.000 661 536 19
21 16 15 1.000 653 772 23
22 39 20 1.000 628 549 24
23 39 23 1.000 639 728 17
24 25 23 1.000 739 746 22
25 39 9 1.000 666 477 17
26 29 38 1.000 817 451 25
27 14 23 1.000 796 679 21
28 29 4 1.000 825 891 22
29 18 38 1.000 811 558 19
30 7 30 1.000 1076 841 21
31 12 3 1.000 871 673 23
32 10 19 1.000 568 530 23
33 20 19 1.000 547 597 18
34 18 12 1.000 810 734 18
35 30 33 1.000 837 537 18
36 26 22 1.000 497 946 25
37 28 4 1.000 822 1000 15
38 23 1 1.000 579 824 15
39 4 8 1.000 719 514 21
40 9 39 1.000 764 641 20
41 16 2 1.000 774 651 20
42 16 20 1.000 742 702 22
43 23 13 1.000 658 737 23
44 38 33 1.000 661 664 22
45 16 27 1.000 469 940 17
46 24 15 1.000 537 566 15
47 27 1 1.000 575 919 19
48 1 12 1.000 791 692 25
49 40 4 1.000 891 880 21
50 6 40 1.000 606 634 18
51 34 4 1.000 969 1162 25
52 17 38 1.000 743 747 19
53 9 27 1.000 656 646 16
54 5 7 1.000 737 602 15
55 40 33 1.000 762 631 24
56 33 15 1.000 740 461 22
57 25 22 1.000 562 777 17
58 33 19 1.000 443 653 19
59 33 36 1.000 669 594 22
60 39 13 1.000 738 906 15
61 22 37 1.000 875 638 15
62 5 23 1.000 639 822 18
63 33 13 1.000 721 628 21
64 24 7 1.000 766 587 21
65 18 10 1.000 763 614 17
66 15 3 1.000 637 421 15
67 24 13 1.000 772 558 16
68 12 21 1.000 784 728 19
69 28 5 1.000 689 601 19
70 7 8 1.000 647 889 16
71 38 29 1.000 737 455 20
72 7 10 1.000 720 788 19
73 18 30 1.000 662 935 25
74 21 17 1.000 413 662 15
75 22 39 1.000 728 826 23
76 40 38 1.000 509 717 21
77 3 15 1.000 539 683 22
78 39 30 1.000 649 586 16
79 29 26 1.000 691 446 22
80 7 35 1.000 793 865 15
