*Parameters
ProblemName RBWQN60A240C180W2MM_S2751
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 60
num_arcs 240
num_commodities 180
seed_num 2751
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 1 14 1.000 947 676 22
2 26 44 1.000 944 715 19
3 10 11 1.000 974 760 25
4 20 39 1.000 750 649 19
5 59 58 1.000 900 1031 25
6 48 32 1.000 715 861 19
7 43 39 1.000 854 778 22
8 44 16 1.000 650 947 18
9 5 25 1.000 888 689 24
10 38 54 1.000 750 697 17
11 36 35 1.000 896 584 20
12 56 55 1.000 667 967 21
13 23 54 1.000 756 730 17
14 1 60 1.000 728 905 18
15 24 9 1.000 652 929 20
16 39 60 1.000 970 767 17
17 10 60 1.000 1035 981 22
18 3 28 1.000 1049 1117 19
19 29 8 1.000 844 809 16
20 6 9 1.000 516 979 21
21 29 13 1.000 775 992 19
22 16 35 1.000 674 779 16
23 12 26 1.000 712 1003 16
24 40 53 1.000 626 952 20
25 23 38 1.000 997 783 25
26 39 29 1.000 871 642 20
27 5 59 1.000 736 742 16
28 29 2 1.000 935 562 23
29 56 57 1.000 936 730 25
30 12 52 1.000 873 755 15
31 5 56 1.000 796 728 18
32 53 54 1.000 548 1041 15
33 12 23 1.000 844 960 24
34 11 38 1.000 878 777 15
35 51 2 1.000 941 1163 18
36 20 55 1.000 673 810 17
37 1 52 1.000 527 933 21
38 35 48 1.000 1072 845 24
39 1 18 1.000 769 795 24
40 8 33 1.000 799 397 18
41 41 22 1.000 620 928 18
42 59 57 1.000 750 753 15
43 22 57 1.000 788 731 23
44 14 15 1.000 668 849 24
45 8 58 1.000 649 796 18
46 7 35 1.000 645 750 22
47 53 24 1.000 773 918 23
48 59 25 1.000 702 901 23
49 41 42 1.000 707 999 20
50 29 30 1.000 877 614 24
51 13 33 1.000 809 678 23
52 16 53 1.000 609 815 15
53 51 1 1.000 994 1284 24
54 56 20 1.000 945 892 23
55 22 25 1.000 852 731 24
56 51 33 1.000 1017 1138 20
57 22 5 1.000 634 1122 22
58 50 31 1.000 914 975 19
59 7 21 1.000 594 768 22
60 32 2 1.000 872 760 16
61 39 20 1.000 773 891 19
62 2 49 1.000 1106 1052 23
63 10 38 1.000 1104 802 16
64 22 45 1.000 862 799 25
65 5 10 1.000 1099 502 20
66 35 11 1.000 490 841 19
67 16 20 1.000 834 692 20
68 25 34 1.000 810 1026 15
69 16 34 1.000 813 847 18
70 20 19 1.000 936 578 23
71 53 56 1.000 731 1045 23
72 27 59 1.000 677 782 22
73 40 50 1.000 797 892 21
74 35 13 1.000 746 1043 23
75 48 37 1.000 851 1061 20
76 5 7 1.000 908 988 20
77 22 3 1.000 945 1027 19
78 55 16 1.000 807 930 21
79 28 10 1.000 987 469 25
80 29 28 1.000 930 686 15
81 12 24 1.000 716 929 22
82 36 28 1.000 715 847 20
83 30 15 1.000 798 819 22
84 34 50 1.000 667 913 25
85 44 7 1.000 986 970 23
86 27 11 1.000 633 724 24
87 35 52 1.000 665 753 15
88 12 43 1.000 763 892 25
89 22 24 1.000 782 890 21
90 21 16 1.000 832 779 20
91 46 18 1.000 857 806 17
92 39 44 1.000 971 867 24
93 39 12 1.000 779 578 16
94 6 24 1.000 708 761 20
95 6 4 1.000 609 832 18
96 47 55 1.000 786 904 24
97 13 25 1.000 859 652 25
98 35 22 1.000 669 830 20
99 50 8 1.000 917 657 17
100 14 60 1.000 947 691 17
101 42 10 1.000 784 618 16
