*Parameters
ProblemName RBWQN50A250C150W2MM_S5249
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 50
num_arcs 250
num_commodities 150
seed_num 5249
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 11 46 1.000 474 747 23
2 29 48 1.000 548 780 16
3 16 45 1.000 671 696 18
4 3 13 1.000 826 558 25
5 17 45 1.000 554 638 16
6 23 36 1.000 528 757 17
7 7 23 1.000 923 568 19
8 21 7 1.000 669 640 18
9 12 22 1.000 563 908 25
10 27 8 1.000 604 801 17
11 26 48 1.000 811 751 15
12 36 50 1.000 610 818 25
13 20 4 1.000 720 559 25
14 4 22 1.000 614 709 21
15 23 29 1.000 713 745 25
16 41 35 1.000 713 666 25
17 8 24 1.000 646 723 17
18 25 49 1.000 583 546 22
19 46 7 1.000 717 519 17
20 44 43 1.000 708 440 19
21 50 2 1.000 896 712 19
22 19 18 1.000 474 504 17
23 44 37 1.000 693 404 22
24 29 10 1.000 707 557 22
25 30 25 1.000 628 673 22
26 22 42 1.000 670 554 24
27 21 48 1.000 600 699 23
28 7 18 1.000 624 523 21
29 4 15 1.000 595 904 19
30 50 43 1.000 836 386 20
31 45 42 1.000 624 598 18
32 5 44 1.000 687 481 17
33 12 31 1.000 644 801 22
34 48 1 1.000 632 401 22
35 42 31 1.000 764 453 19
36 48 47 1.000 650 571 23
37 18 17 1.000 569 694 23
38 48 25 1.000 655 581 23
39 46 28 1.000 726 494 18
40 48 36 1.000 678 406 19
41 21 23 1.000 761 786 22
42 13 22 1.000 788 854 20
43 16 6 1.000 691 836 21
44 19 34 1.000 555 555 20
45 46 3 1.000 671 511 18
46 31 25 1.000 702 712 21
47 20 17 1.000 592 748 22
48 23 46 1.000 499 771 21
49 15 45 1.000 601 455 17
50 2 44 1.000 595 730 21
51 37 7 1.000 683 712 24
52 1 42 1.000 750 751 25
53 22 34 1.000 697 510 24
54 21 30 1.000 591 520 19
55 26 7 1.000 823 737 19
56 32 14 1.000 665 698 20
57 23 13 1.000 797 740 25
58 12 19 1.000 633 684 23
59 7 41 1.000 839 508 17
60 44 35 1.000 583 686 17
61 21 31 1.000 606 744 19
62 6 18 1.000 714 694 25
63 29 24 1.000 715 629 21
64 36 23 1.000 628 718 22
65 16 40 1.000 634 718 15
66 29 39 1.000 630 659 23
67 49 15 1.000 614 941 23
68 29 2 1.000 629 916 21
69 20 21 1.000 507 819 19
70 50 11 1.000 1008 412 22
71 43 10 1.000 963 788 23
72 38 28 1.000 715 661 16
73 25 36 1.000 722 413 25
74 11 9 1.000 714 481 22
75 25 30 1.000 616 437 21
76 41 30 1.000 716 479 24
77 25 34 1.000 632 380 15
78 38 41 1.000 668 648 17
79 41 1 1.000 657 439 15
80 21 50 1.000 520 876 18
81 21 4 1.000 557 589 17
82 7 26 1.000 466 862 22
83 21 19 1.000 623 516 19
84 1 23 1.000 745 787 15
85 13 45 1.000 745 661 23
86 39 43 1.000 679 503 18
87 38 2 1.000 717 780 16
88 39 42 1.000 593 636 17
89 34 22 1.000 733 488 15
90 50 41 1.000 536 788 21
91 36 42 1.000 669 457 17
92 18 3 1.000 542 540 19
93 42 30 1.000 578 386 19
94 46 48 1.000 682 555 16
95 7 49 1.000 608 661 16
96 1 21 1.000 977 612 22
97 20 10 1.000 750 509 19
98 19 31 1.000 501 662 16
99 19 26 1.000 522 547 23
100 34 5 1.000 570 545 19
101 46 13 1.000 738 503 17
102 37 45 1.000 717 555 22
103 43 1 1.000 130 96 17
104 47 45 1.000 549 481 16
105 21 35 1.000 631 674 20
106 21 34 1.000 483 594 15
107 48 17 1.000 454 746 18
108 18 30 1.000 462 567 15
109 27 14 1.000 832 747 18
110 26 29 1.000 878 823 24
111 45 29 1.000 472 951 25
112 33 32 1.000 717 694 21
113 45 1 1.000 661 482 22
114 16 48 1.000 608 839 22
115 22 20 1.000 524 719 25
116 43 13 1.000 1151 747 25
117 13 20 1.000 843 586 22
118 15 36 1.000 589 616 19
119 50 4 1.000 780 528 21
120 25 35 1.000 613 658 25
121 10 45 1.000 558 576 16
122 13 4 1.000 841 586 20
123 9 23 1.000 921 553 20
124 16 20 1.000 894 553 25
125 25 12 1.000 529 607 22
126 39 21 1.000 801 511 17
127 4 3 1.000 725 511 23
128 4 30 1.000 453 725 24
129 13 30 1.000 597 821 21
130 36 17 1.000 634 571 17
131 9 8 1.000 512 745 16
132 9 26 1.000 618 659 17
133 12 36 1.000 797 548 19
134 38 1 1.000 635 614 23
135 30 14 1.000 717 530 16
136 31 36 1.000 564 597 15
137 31 28 1.000 630 658 19
138 14 34 1.000 710 673 17
139 29 35 1.000 593 703 17
140 49 43 1.000 806 430 22
141 17 37 1.000 693 481 25
142 3 33 1.000 577 599 19
143 11 32 1.000 745 502 20
144 20 37 1.000 478 631 15
145 10 42 1.000 675 630 15
146 25 8 1.000 513 612 24
147 32 40 1.000 600 639 15
148 24 19 1.000 461 598 20
149 46 24 1.000 618 683 24
150 16 36 1.000 824 670 23
*Arcs: Index fromNode toNode fixedCost variableCost Weight(s)
1 30 19 64 11 87 126
2 19 41 54 10 237 140
3 19 40 79 5 113 48
4 19 18 67 9 95 59
5 19 4 53 5 199 102
6 30 12 44 8 219 216
7 4 35 67 9 210 207
8 40 3 39 3 141 187
9 35 47 30 2 161 89
10 47 5 67 12 76 195
11 4 17 25 1 172 253
12 35 44 71 11 49 36
13 44 36 22 4 212 162
14 30 23 37 3 261 130
15 5 25 38 4 233 121
16 4 20 68 12 94 35
17 3 24 44 5 232 118
18 47 15 39 4 60 237
19 20 14 15 3 202 242
20 23 39 54 5 111 191
21 3 34 88 14 127 1
22 4 1 12 2 256 197
23 36 2 18 3 102 191
24 30 31 54 4 241 197
25 5 10 13 2 202 133
26 35 50 49 8 59 135
27 25 7 48 9 90 146
28 17 26 77 12 123 122
29 23 43 46 6 177 151
30 18 37 19 3 180 97
31 19 46 16 1 107 283
32 3 22 52 9 93 104
33 19 45 32 4 191 173
34 30 29 33 7 130 121
35 10 42 60 1 90 84
36 39 33 81 2 181 102
37 4 13 28 2 170 113
38 22 6 39 3 61 113
39 41 9 24 2 126 143
40 17 27 17 2 225 221
41 46 16 47 9 104 176
42 14 11 24 1 265 243
43 1 32 59 2 137 133
44 26 21 53 6 226 207
45 17 38 39 1 200 165
46 24 8 81 8 205 40
47 17 48 37 2 149 258
48 42 49 42 3 79 223
49 24 28 42 2 229 250
50 19 30 47 4 157 249
51 41 19 11 2 159 188
52 40 19 82 2 75 172
53 18 19 36 5 97 112
54 4 40 48 4 155 205
55 12 30 56 5 61 196
56 35 30 54 10 145 229
57 3 18 24 3 223 98
58 47 18 59 9 161 155
59 5 3 58 10 201 165
60 17 35 45 8 228 230
61 44 3 40 2 175 89
62 36 41 37 3 158 65
63 23 12 38 3 253 116
64 25 17 51 7 122 219
65 20 47 44 2 186 226
66 24 30 54 1 60 70
67 15 47 69 13 156 166
68 14 17 71 13 179 188
69 39 18 58 7 198 58
70 34 19 62 3 138 171
71 1 3 39 1 229 222
72 2 47 42 3 106 141
73 31 20 57 6 58 202
74 10 31 44 7 236 93
75 50 35 50 6 162 70
76 7 20 43 2 162 75
77 26 50 37 5 220 198
78 43 1 35 7 130 96
79 37 4 55 3 234 165
80 46 36 34 3 127 89
81 22 4 32 3 98 191
82 45 34 38 4 230 186
83 29 47 49 9 129 178
84 42 36 46 8 164 193
85 33 26 59 10 147 196
86 13 37 22 3 250 95
87 6 26 83 5 23 101
88 9 17 51 3 69 240
89 27 9 63 3 210 203
90 16 34 59 5 83 228
91 11 34 50 8 104 67
92 32 36 44 4 174 67
93 21 44 44 2 184 110
94 38 24 54 8 210 150
95 8 5 13 3 261 285
96 48 13 33 2 203 144
97 49 45 57 9 184 134
98 28 33 41 2 116 231
99 6 10 45 6 249 251
100 25 35 25 5 272 184
101 35 39 14 1 101 197
102 29 37 43 2 221 241
103 44 4 65 4 201 196
104 20 4 37 1 85 102
105 47 11 5 1 279 180
106 47 43 54 6 219 108
107 28 43 37 6 261 206
108 38 35 83 8 143 176
109 24 9 44 2 83 104
110 28 40 69 7 141 151
111 21 23 25 4 96 78
112 24 21 66 9 52 138
113 22 34 6 1 231 218
114 36 32 53 6 208 74
115 17 30 51 9 193 89
116 36 20 37 7 76 215
117 10 16 46 9 204 172
118 13 6 50 9 114 83
119 27 38 46 7 115 163
120 48 47 76 4 106 168
121 39 9 75 2 183 86
122 37 46 70 10 135 70
123 38 1 37 1 218 138
124 8 25 81 5 105 185
125 25 46 62 6 36 107
126 29 26 38 6 235 177
127 31 26 54 6 48 56
128 8 26 61 1 193 185
129 11 24 25 3 179 249
130 40 18 48 5 107 159
131 4 7 27 5 92 221
132 42 1 55 8 74 78
133 20 11 19 4 250 95
134 42 47 61 8 55 54
135 24 33 58 6 194 87
136 47 32 29 4 180 145
137 31 18 57 11 237 149
138 6 49 25 4 266 161
139 29 20 45 7 250 161
140 20 9 40 1 104 102
141 44 43 33 5 226 110
142 14 27 56 8 166 127
143 22 48 51 8 73 46
144 25 21 58 5 206 47
145 31 1 70 9 88 122
146 40 39 49 4 100 115
147 29 22 42 4 129 78
148 5 12 71 9 150 107
149 32 43 54 6 207 49
150 48 24 74 2 133 81
151 23 1 62 7 86 79
152 19 5 71 10 56 43
153 38 37 19 4 199 140
154 31 25 37 3 175 161
155 42 10 49 7 160 234
156 37 36 21 1 246 247
157 45 31 71 3 46 182
158 44 21 41 7 187 143
159 47 19 41 8 100 98
160 24 3 51 10 202 132
