*Parameters
ProblemName RBWQN30A120C90W2MM_S6703
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 30
num_arcs 120
num_commodities 90
seed_num 6703
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 3 2 1.000 528 795 15
2 8 26 1.000 727 541 24
3 22 28 1.000 826 663 23
4 18 13 1.000 774 738 23
5 22 24 1.000 758 850 25
6 21 17 1.000 955 802 20
7 4 9 1.000 820 612 23
8 3 21 1.000 631 864 21
9 22 18 1.000 733 716 20
10 9 21 1.000 609 662 18
11 23 3 1.000 693 718 23
12 22 20 1.000 731 969 17
13 3 13 1.000 742 688 25
14 15 4 1.000 622 920 21
15 13 29 1.000 734 685 24
16 17 3 1.000 618 496 19
17 23 29 1.000 640 820 23
18 23 24 1.000 648 718 15
19 10 18 1.000 664 733 21
20 15 13 1.000 632 856 16
21 15 28 1.000 758 736 25
22 23 5 1.000 462 927 22
23 30 20 1.000 489 1132 22
24 10 23 1.000 568 1032 25
25 2 12 1.000 852 637 21
26 27 18 1.000 618 597 15
27 8 15 1.000 851 444 24
28 10 16 1.000 646 653 15
29 23 12 1.000 727 659 15
30 4 11 1.000 701 611 20
31 16 10 1.000 793 522 16
32 13 5 1.000 764 566 17
33 28 15 1.000 514 946 21
34 3 9 1.000 777 689 25
35 16 12 1.000 450 992 22
36 10 25 1.000 612 874 24
37 11 7 1.000 526 759 25
38 1 13 1.000 593 534 17
39 6 10 1.000 727 559 16
40 12 26 1.000 804 637 19
41 23 7 1.000 608 834 24
42 22 23 1.000 695 962 17
43 25 21 1.000 912 449 16
44 22 1 1.000 202 162 15
45 16 3 1.000 644 702 23
46 30 9 1.000 717 769 19
47 7 6 1.000 882 714 21
48 3 20 1.000 688 906 18
49 28 17 1.000 696 839 19
50 26 21 1.000 950 670 20
51 10 19 1.000 483 769 20
52 14 28 1.000 578 827 20
53 14 3 1.000 644 754 19
54 30 12 1.000 562 857 24
55 4 5 1.000 594 689 25
56 15 12 1.000 755 827 24
57 10 13 1.000 627 814 19
58 13 3 1.000 598 730 21
59 2 7 1.000 708 701 19
60 27 9 1.000 652 766 25
61 18 12 1.000 783 698 21
62 20 2 1.000 512 708 16
63 13 10 1.000 759 681 20
64 16 22 1.000 642 576 22
65 4 27 1.000 620 758 15
66 27 29 1.000 658 641 23
67 29 30 1.000 698 669 17
68 9 15 1.000 617 587 21
69 10 12 1.000 730 682 15
70 15 2 1.000 637 905 20
71 9 7 1.000 564 548 17
72 20 21 1.000 677 641 17
73 13 12 1.000 606 913 25
74 8 21 1.000 787 639 24
75 21 19 1.000 601 720 25
76 19 5 1.000 447 697 18
77 9 16 1.000 622 619 23
78 15 29 1.000 750 710 20
79 27 3 1.000 610 683 24
80 4 16 1.000 669 670 17
81 3 30 1.000 743 668 16
82 11 2 1.000 480 851 19
83 2 30 1.000 637 773 22
84 29 13 1.000 658 787 17
85 14 11 1.000 660 736 23
86 21 5 1.000 509 773 22
87 29 27 1.000 845 702 22
88 28 24 1.000 640 868 21
89 11 19 1.000 441 719 16
90 25 8 1.000 719 708 18
*Arcs: Index fromNode toNode fixedCost variableCost Weight(s)
1 1 7 66 7 95 185
2 1 5 45 6 63 224
3 5 12 55 6 100 81
4 12 10 62 12 198 223
5 1 16 56 6 94 108
6 1 6 66 7 202 185
7 10 8 29 3 261 241
8 1 22 64 2 98 155
9 6 15 57 5 152 166
10 6 4 82 8 158 56
11 12 13 72 11 138 46
12 4 30 82 2 206 14
13 4 29 33 4 256 234
14 16 20 36 3 149 218
15 16 14 34 3 229 254
16 5 11 23 3 200 140
17 16 27 72 4 186 50
18 1 26 56 4 144 114
19 1 3 38 5 155 122
20 1 19 73 3 78 50
21 19 23 26 3 276 216
22 10 28 60 7 83 160
23 29 18 19 2 116 143
24 8 25 78 4 83 107
25 16 21 32 4 266 227
26 27 2 45 9 201 104
27 27 24 43 5 142 105
28 30 9 46 8 160 245
29 19 17 65 13 193 112
30 7 1 43 4 66 239
31 5 1 29 2 222 220
32 12 5 30 2 237 185
33 10 7 33 5 260 215
34 16 7 33 3 202 115
35 6 10 74 6 69 153
36 8 5 39 7 225 75
37 22 1 52 10 202 162
38 15 1 26 3 134 235
39 4 10 39 3 145 262
40 13 6 43 6 236 76
41 30 1 69 6 101 196
42 29 22 36 2 89 261
43 20 7 46 8 72 230
44 14 1 67 8 127 170
45 11 22 49 7 158 75
46 27 11 40 8 263 244
47 26 5 47 9 77 80
48 3 29 66 3 115 51
49 19 29 65 6 163 67
50 23 14 30 2 111 109
51 28 13 53 6 90 111
52 18 7 61 3 148 147
53 25 1 59 3 167 101
54 21 28 32 6 116 118
55 2 25 43 4 146 98
56 24 15 67 12 105 40
57 9 20 50 10 64 250
58 17 12 46 4 197 119
59 9 15 91 7 29 125
60 13 2 62 5 66 75
61 21 7 51 7 127 212
62 18 23 23 1 181 225
63 15 22 25 2 228 226
64 8 14 40 2 99 129
65 20 23 56 4 89 50
66 1 8 69 13 117 197
67 26 15 36 4 122 229
68 11 9 75 14 22 148
69 9 13 66 3 102 168
70 24 25 84 14 160 75
71 10 30 62 8 58 87
72 12 26 63 10 70 188
73 1 4 44 1 228 76
74 27 18 11 1 145 296
75 20 9 72 2 153 127
76 19 3 15 1 122 144
77 9 18 50 7 139 87
78 9 22 65 5 66 163
79 29 26 47 4 94 57
80 1 11 40 1 141 114
81 18 15 51 2 232 247
82 24 22 41 7 198 100
83 9 27 58 3 103 166
84 6 24 13 3 145 163
85 6 27 44 2 66 149
86 23 19 28 2 266 271
87 17 11 64 1 73 53
88 20 4 32 6 261 173
89 11 21 61 6 115 75
90 17 5 31 6 267 105
91 4 25 31 3 237 151
92 19 24 25 3 145 198
93 4 27 56 8 188 69
94 17 14 72 12 42 176
95 24 1 66 5 45 104
96 25 16 63 10 192 65
97 3 5 38 3 239 163
98 2 3 38 2 217 256
99 18 19 41 3 258 182
100 23 21 39 6 213 201
101 9 30 54 3 150 118
102 20 30 63 11 44 86
103 23 5 26 2 92 185
104 9 19 50 7 250 207
105 17 24 65 6 47 147
106 8 2 29 5 118 121
107 21 17 13 2 131 102
108 3 30 30 1 105 118
109 2 18 52 3 62 116
110 5 10 66 3 199 69
111 28 18 44 7 120 245
112 18 22 42 5 113 255
113 30 10 67 2 73 98
114 8 17 27 6 257 83
115 3 22 70 10 62 168
116 17 19 23 2 226 189
117 19 28 68 4 30 229
118 9 1 57 10 194 238
119 27 19 65 10 153 94
120 28 3 65 2 58 229
