*Parameters
ProblemName RBWQN30A120C90W2MM_S5138
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 30
num_arcs 120
num_commodities 90
seed_num 5138
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 19 10 1.000 568 905 20
2 7 3 1.000 862 1157 22
3 16 21 1.000 726 560 23
4 19 12 1.000 712 700 23
5 1 21 1.000 572 710 22
6 1 6 1.000 609 642 18
7 6 17 1.000 728 748 24
8 7 1 1.000 967 880 15
9 22 30 1.000 557 662 24
10 23 5 1.000 591 752 19
11 15 12 1.000 823 558 16
12 29 19 1.000 747 752 23
13 22 20 1.000 613 664 19
14 19 7 1.000 965 792 23
15 23 13 1.000 764 745 16
16 23 3 1.000 572 790 21
17 23 26 1.000 706 700 23
18 19 11 1.000 642 731 24
19 20 17 1.000 840 869 25
20 11 20 1.000 786 737 22
21 19 29 1.000 597 733 18
22 16 13 1.000 664 901 24
23 28 26 1.000 816 850 24
24 6 25 1.000 587 568 20
25 10 2 1.000 723 574 18
26 10 14 1.000 777 771 19
27 30 25 1.000 616 567 19
28 2 13 1.000 840 871 25
29 8 21 1.000 783 531 19
30 1 13 1.000 815 810 25
31 1 18 1.000 685 764 23
32 14 25 1.000 702 539 17
33 21 29 1.000 692 644 19
34 23 4 1.000 564 668 17
35 15 4 1.000 584 890 25
36 29 20 1.000 674 874 23
37 12 11 1.000 548 660 19
38 12 19 1.000 748 542 16
39 26 28 1.000 628 509 22
40 19 25 1.000 627 664 17
41 3 1 1.000 741 582 24
42 24 18 1.000 905 572 21
43 28 10 1.000 455 1057 17
44 21 22 1.000 768 560 19
45 7 6 1.000 1012 951 21
46 26 1 1.000 621 452 22
47 7 26 1.000 973 1094 19
48 15 7 1.000 1030 840 23
49 30 20 1.000 640 722 24
50 20 11 1.000 527 715 22
51 1 25 1.000 730 491 16
52 9 23 1.000 598 642 22
53 5 26 1.000 652 775 25
54 28 13 1.000 857 837 25
55 13 26 1.000 714 625 16
56 29 4 1.000 512 818 19
57 6 22 1.000 557 632 22
58 3 9 1.000 977 799 21
59 27 8 1.000 672 612 18
60 14 1 1.000 686 454 19
61 16 1 1.000 506 471 15
62 29 24 1.000 812 645 25
63 11 25 1.000 637 752 24
64 21 19 1.000 748 627 19
65 29 2 1.000 641 824 19
66 15 14 1.000 622 848 19
67 30 2 1.000 777 494 22
68 25 5 1.000 699 956 22
69 21 16 1.000 864 749 17
70 22 26 1.000 662 721 22
71 18 6 1.000 576 641 16
72 18 26 1.000 614 779 15
73 28 17 1.000 594 1001 24
74 10 8 1.000 616 661 17
75 1 17 1.000 785 745 25
76 1 4 1.000 714 523 18
77 26 9 1.000 719 1005 22
78 30 13 1.000 809 886 20
79 14 10 1.000 516 834 22
80 21 1 1.000 796 732 15
81 13 8 1.000 470 766 19
82 5 19 1.000 689 659 24
83 14 17 1.000 802 664 20
84 19 17 1.000 656 983 25
85 6 24 1.000 598 585 23
86 21 24 1.000 656 682 19
87 16 28 1.000 600 488 24
88 3 25 1.000 710 588 15
89 12 17 1.000 873 618 18
90 6 28 1.000 434 640 19
*Arcs: Index fromNode toNode fixedCost variableCost Weight(s)
1 28 1 78 9 67 198
2 28 24 45 9 79 65
3 1 22 32 5 78 145
4 24 26 39 4 175 130
5 22 11 12 3 220 201
6 22 30 69 2 133 174
7 26 27 45 1 217 158
8 11 12 28 2 251 139
9 30 17 13 2 170 186
10 12 2 40 4 223 106
11 12 14 34 5 248 170
12 26 5 73 12 166 62
13 1 29 43 2 239 146
14 12 9 60 11 216 160
15 22 25 50 7 83 84
16 1 23 44 9 69 192
17 1 3 45 2 77 240
18 29 15 44 5 145 157
19 23 20 48 7 158 247
20 1 18 40 4 235 96
21 11 10 68 11 48 170
22 11 19 40 6 137 203
23 18 16 32 4 168 260
24 10 8 39 3 95 152
25 15 6 43 4 104 238
26 2 7 57 3 186 182
27 27 21 27 3 155 88
28 27 4 47 4 199 251
29 17 13 84 10 30 65
30 1 28 84 11 200 72
31 24 28 76 4 122 194
32 22 28 48 5 80 62
33 26 24 39 4 255 92
34 11 28 7 1 229 205
35 30 1 84 12 115 132
36 27 24 44 4 195 216
37 12 1 70 4 113 127
38 17 22 69 9 33 49
39 2 11 15 2 278 214
40 14 22 24 2 162 183
41 5 30 31 4 248 75
42 29 22 71 5 179 205
43 9 2 66 5 36 205
44 25 1 76 8 131 134
45 23 27 19 4 183 93
46 3 12 41 4 103 231
47 15 2 67 6 119 181
48 20 14 33 4 138 98
49 18 30 37 6 218 105
50 10 14 49 7 143 75
51 19 11 50 1 62 184
52 16 27 49 8 71 124
53 8 23 70 7 100 151
54 6 23 67 6 135 198
55 7 29 37 5 263 260
56 21 18 56 9 195 207
57 4 30 32 6 222 154
58 13 6 26 3 112 234
59 16 14 49 2 228 147
60 30 26 26 2 154 204
61 27 15 44 3 100 132
62 30 12 29 4 271 133
63 20 8 56 8 205 225
64 29 25 31 1 117 149
65 23 11 71 13 72 110
66 6 4 88 17 24 27
67 16 29 58 8 72 77
68 13 24 53 2 206 163
69 16 30 64 11 43 214
70 9 14 51 1 116 238
71 8 1 39 4 196 112
72 30 8 81 3 196 129
73 22 27 20 3 105 216
74 2 21 64 10 169 133
75 23 6 90 3 28 71
76 20 22 20 1 270 274
77 14 19 66 3 155 173
78 19 5 55 6 104 110
79 5 2 23 2 159 210
80 26 9 63 3 133 196
81 13 28 31 1 160 182
82 26 20 46 9 138 102
83 9 28 57 6 234 53
84 6 11 37 5 103 213
85 19 15 39 7 250 214
86 13 15 61 2 38 57
87 5 28 21 1 90 114
88 1 8 56 9 138 234
89 3 4 70 7 147 47
90 5 6 64 8 168 44
91 14 27 45 2 131 77
92 16 19 29 1 96 113
93 19 2 41 3 216 242
94 21 1 69 5 127 47
95 8 20 68 8 210 175
96 28 29 37 6 219 126
97 6 30 46 4 97 85
98 14 6 54 3 123 135
99 4 28 60 7 183 217
100 18 2 73 6 59 102
101 2 8 69 8 73 58
102 17 21 52 3 62 75
103 26 12 41 6 208 158
104 9 26 58 11 51 236
105 9 29 75 13 89 46
106 8 25 58 11 211 53
107 16 1 33 3 263 229
108 20 17 22 3 168 122
109 4 19 40 1 76 152
110 28 10 51 5 224 214
111 27 14 59 2 214 122
112 6 12 32 3 107 171
113 22 1 68 4 59 42
114 13 16 18 2 118 274
115 27 18 18 2 185 196
116 10 21 72 11 210 80
117 17 14 47 4 251 230
118 5 21 35 1 160 205
119 18 23 52 7 212 141
120 4 18 52 7 206 55
