*Parameters
ProblemName RBWQN50A200C200W2MM_S4325
netGenMethod 2
netConnMethod 1
comGenMethod 1
weightlimitGenMethod 0
num_weights 2
num_nodes 50
num_arcs 200
num_commodities 200
seed_num 4325
arc_span 2
num_comm_hop_lb 1
num_comm_hop_ub 1
q_lb 15.00
q_ub 25.00
rw_lb 0.00
rw_ub 1.00
demand_lb 1.00
demand_ub 1.00
variableCostAlpha 0.10
variableCostBeta 0.10000
rewire_ratio 0.10
euc_random_ratio 0.50
Fcost_random_ratio 0.50
cost_scale 100
weight_scale 200
*Commodities: Index fromNode toNode demand weightLimit(s) qthValue
1 42 3 1.000 502 747 15
2 46 34 1.000 972 646 24
3 30 42 1.000 706 866 18
4 50 25 1.000 702 826 15
5 20 41 1.000 476 696 22
6 29 31 1.000 680 618 16
7 23 48 1.000 747 574 24
8 16 48 1.000 739 942 23
9 31 34 1.000 715 758 20
10 28 2 1.000 686 988 25
11 24 25 1.000 543 859 19
12 34 35 1.000 542 734 21
13 8 18 1.000 742 787 21
14 9 6 1.000 670 732 18
15 22 10 1.000 651 706 23
16 30 12 1.000 804 770 20
17 35 50 1.000 736 359 15
18 23 44 1.000 762 538 21
19 37 41 1.000 593 791 17
20 33 20 1.000 905 867 25
21 12 18 1.000 751 699 23
22 12 14 1.000 453 653 16
23 47 44 1.000 598 743 18
24 24 42 1.000 785 612 22
25 33 34 1.000 900 549 22
26 9 2 1.000 577 693 20
27 16 9 1.000 747 636 20
28 28 19 1.000 927 935 24
29 5 34 1.000 1001 506 15
30 44 16 1.000 704 614 23
31 12 31 1.000 504 562 21
32 9 43 1.000 603 548 21
33 8 19 1.000 889 534 19
34 40 13 1.000 644 764 21
35 6 8 1.000 717 717 20
36 44 39 1.000 503 569 20
37 17 44 1.000 648 558 18
38 1 23 1.000 590 810 21
39 39 43 1.000 659 506 24
40 13 1 1.000 586 746 17
41 27 20 1.000 910 865 23
42 5 6 1.000 876 573 17
43 9 15 1.000 548 611 18
44 14 10 1.000 518 615 15
45 17 31 1.000 485 514 18
46 26 2 1.000 511 930 18
47 27 2 1.000 672 657 17
48 1 41 1.000 572 526 18
49 49 26 1.000 795 809 24
50 41 47 1.000 837 531 15
51 17 43 1.000 528 549 20
52 27 31 1.000 737 531 19
53 6 17 1.000 792 811 19
54 33 48 1.000 665 654 17
55 6 35 1.000 712 598 15
56 48 6 1.000 989 822 23
57 9 31 1.000 535 518 22
58 9 33 1.000 674 507 22
59 27 14 1.000 555 546 15
60 12 49 1.000 914 684 18
61 47 12 1.000 658 740 25
62 12 33 1.000 699 517 19
63 10 28 1.000 670 636 17
64 42 5 1.000 760 659 25
65 31 24 1.000 731 560 16
66 38 31 1.000 483 559 24
67 19 8 1.000 766 693 22
68 10 39 1.000 433 714 23
69 42 15 1.000 825 541 21
70 13 31 1.000 661 674 18
71 35 3 1.000 785 466 23
72 40 24 1.000 771 671 25
73 39 10 1.000 611 517 21
74 34 20 1.000 950 772 25
75 34 11 1.000 631 649 22
76 11 30 1.000 661 757 16
77 16 24 1.000 865 673 23
78 7 45 1.000 629 814 25
79 49 48 1.000 659 786 18
80 8 22 1.000 667 610 18
81 20 40 1.000 709 707 17
82 12 46 1.000 838 622 22
83 7 2 1.000 669 792 19
84 31 22 1.000 437 765 23
85 22 36 1.000 506 653 25
86 5 46 1.000 958 542 16
87 18 41 1.000 637 731 20
88 10 40 1.000 753 624 17
89 9 5 1.000 637 675 19
90 6 34 1.000 888 638 18
91 9 38 1.000 619 513 23
92 33 29 1.000 766 532 19
93 30 15 1.000 873 630 22
94 17 7 1.000 636 631 15
95 40 10 1.000 618 605 17
96 23 25 1.000 747 707 23
97 48 49 1.000 1069 899 25
98 6 37 1.000 918 811 25
99 49 8 1.000 832 670 17
100 46 27 1.000 728 759 20
101 16 29 1.000 879 676 24
102 27 22 1.000 423 760 23
103 17 28 1.000 848 571 15
104 18 14 1.000 553 824 20
105 21 35 1.000 479 724 23
106 29 24 1.000 783 802 25
107 31 39 1.000 671 544 24
108 13 42 1.000 764 690 20
109 23 42 1.000 752 622 23
110 29 47 1.000 818 804 24
111 36 14 1.000 558 777 21
112 37 16 1.000 705 945 18
113 49 6 1.000 944 684 17
114 47 20 1.000 1065 721 25
115 10 20 1.000 1044 669 21
116 39 48 1.000 765 614 23
117 17 39 1.000 626 525 17
118 14 43 1.000 582 611 20
119 4 35 1.000 653 593 19
120 39 28 1.000 806 781 20
121 40 16 1.000 815 634 24
122 43 48 1.000 805 818 21
123 33 32 1.000 732 743 19
124 47 49 1.000 894 650 15
125 19 47 1.000 855 686 20
126 6 24 1.000 728 667 21
127 31 36 1.000 653 592 15
128 14 30 1.000 774 669 20
129 35 34 1.000 838 558 25
130 20 46 1.000 756 748 15
131 15 13 1.000 453 695 16
132 21 41 1.000 468 646 17
133 44 46 1.000 736 693 17
134 29 34 1.000 835 859 21
135 23 3 1.000 806 529 21
136 19 33 1.000 590 753 17
137 45 16 1.000 734 717 23
138 20 4 1.000 458 771 17
139 22 35 1.000 643 502 16
140 15 16 1.000 643 663 17
141 43 6 1.000 837 889 25
142 47 28 1.000 650 733 16
143 3 37 1.000 725 806 18
144 42 12 1.000 639 664 20
145 26 44 1.000 689 725 24
146 27 35 1.000 457 772 18
147 12 22 1.000 556 719 22
148 14 13 1.000 726 584 20
149 44 37 1.000 805 711 21
150 17 25 1.000 622 738 19
151 13 11 1.000 877 458 23
152 1 12 1.000 645 688 19
153 28 42 1.000 920 731 22
154 48 45 1.000 718 875 19
155 39 18 1.000 879 590 19
156 18 20 1.000 912 953 18
157 41 17 1.000 823 739 19
158 21 9 1.000 602 569 20
159 39 14 1.000 531 680 22
160 30 11 1.000 877 651 21
161 39 3 1.000 716 621 20
162 7 46 1.000 814 762 20
163 13 14 1.000 639 682 25
164 30 40 1.000 778 853 21
165 49 16 1.000 806 766 17
166 15 29 1.000 710 581 24
167 31 33 1.000 724 573 16
168 43 39 1.000 572 743 18
169 14 18 1.000 804 834 25
170 26 31 1.000 621 514 15
171 23 11 1.000 733 561 24
172 9 25 1.000 597 777 24
173 43 14 1.000 610 802 20
174 10 15 1.000 605 539 23
175 20 15 1.000 613 650 19
176 1 35 1.000 812 530 16
177 30 37 1.000 843 1020 22
178 22 44 1.000 579 676 22
179 2 11 1.000 670 849 24
180 49 10 1.000 667 712 18
181 30 43 1.000 663 657 20
182 31 23 1.000 675 622 16
183 42 7 1.000 786 630 25
184 35 27 1.000 572 641 21
185 5 12 1.000 731 598 17
186 33 27 1.000 748 558 21
187 34 25 1.000 593 806 20
188 22 1 1.000 632 540 15
189 28 33 1.000 814 624 18
190 23 50 1.000 614 559 25
191 26 4 1.000 637 715 25
192 9 48 1.000 710 527 21
193 18 12 1.000 699 843 19
194 43 44 1.000 709 751 15
195 25 49 1.000 1040 919 15
196 43 30 1.000 805 888 25
197 6 22 1.000 719 549 18
198 3 28 1.000 638 774 19
199 18 42 1.000 898 662 19
200 23 30 1.000 594 796 23
*Arcs: Index fromNode toNode fixedCost variableCost Weight(s)
1 1 15 45 9 111 75
2 15 14 41 3 154 112
3 1 33 33 2 130 265
4 15 35 78 11 71 83
5 15 21 32 3 112 158
6 14 39 32 2 170 195
7 35 22 54 8 57 60
8 39 44 41 4 241 193
9 22 23 42 4 121 187
10 22 45 42 3 59 196
11 1 13 51 4 84 216
12 14 18 44 6 241 125
13 23 3 26 5 131 253
14 15 27 43 8 123 223
15 3 50 63 11 110 50
16 35 12 28 3 207 74
17 14 31 36 7 177 113
18 14 11 51 8 149 176
19 3 9 40 5 202 257
20 3 8 52 5 127 65
21 27 24 64 4 137 55
22 24 34 69 6 96 83
23 45 17 59 3 123 103
24 50 43 87 10 111 193
25 3 49 39 8 219 128
26 24 41 75 7 201 173
27 31 10 38 2 156 93
28 22 4 49 8 98 197
29 15 36 22 2 85 181
30 8 48 65 9 205 80
31 33 38 55 8 133 126
32 23 7 27 3 98 111
33 7 37 33 6 121 180
34 4 47 41 7 142 73
35 21 26 60 5 62 137
36 36 40 23 1 256 125
37 40 6 18 2 114 217
38 33 19 35 5 169 88
39 39 28 55 9 216 160
40 38 46 53 5 175 105
41 23 29 70 1 176 51
42 45 30 28 5 176 148
43 12 42 27 6 79 173
44 29 16 74 8 60 57
45 45 5 81 15 106 198
46 22 32 8 1 268 128
47 3 2 35 1 83 204
48 2 20 65 12 208 129
49 47 25 24 2 235 129
50 15 1 16 3 228 150
51 14 1 42 8 152 60
52 33 15 26 2 257 267
53 35 33 40 6 201 104
54 21 14 39 7 141 119
55 39 14 42 8 221 218
56 22 35 53 4 98 225
57 44 21 79 3 131 98
58 23 22 49 7 152 163
59 45 1 65 7 142 143
60 13 14 43 1 65 152
61 18 21 18 2 147 135
62 3 33 20 4 278 189
63 27 14 11 1 129 278
64 50 14 60 10 92 87
65 12 15 68 3 37 93
66 31 21 45 3 112 236
67 11 39 58 10 84 64
68 9 22 28 2 77 122
69 8 23 69 5 220 206
70 24 45 25 3 239 182
71 34 8 73 10 210 193
72 17 35 73 13 45 23
73 43 14 29 5 174 231
74 49 50 50 5 157 135
75 41 23 37 7 257 204
76 10 11 46 2 219 93
77 4 21 21 4 239 98
78 36 11 38 5 93 159
79 48 13 15 2 199 231
80 38 10 54 2 179 224
81 7 9 27 1 106 104
82 37 14 51 10 57 226
83 47 9 67 11 92 52
84 26 38 30 4 140 126
85 40 13 47 4 173 152
86 6 47 58 10 127 60
87 19 12 63 5 117 132
88 28 23 25 1 178 258
89 46 7 68 13 119 97
90 29 6 64 9 195 74
91 30 41 56 5 78 94
92 42 15 13 3 122 164
93 16 12 41 3 233 202
94 5 30 81 10 117 177
95 32 22 23 3 194 91
96 2 39 33 5 178 199
97 20 6 23 4 251 79
98 25 19 65 13 225 79
99 36 4 33 7 139 221
100 38 24 82 13 155 69
101 43 12 39 6 164 177
102 20 25 84 12 134 171
103 19 4 38 1 120 239
104 34 36 70 10 87 210
105 44 47 51 1 146 94
106 8 27 65 7 136 76
107 26 33 49 4 222 63
108 17 15 32 6 239 173
109 42 38 38 2 146 89
110 4 8 19 1 243 127
111 3 10 56 9 217 148
112 44 13 46 4 90 133
113 4 22 17 1 171 185
114 3 18 43 2 236 155
115 28 19 63 7 119 42
116 10 38 78 5 128 25
117 3 41 49 2 186 195
118 20 10 56 6 88 158
119 34 44 81 2 50 191
120 10 50 17 3 135 164
121 16 5 45 5 169 106
122 25 16 27 1 209 184
123 21 4 46 8 76 224
124 20 9 21 2 215 267
125 9 50 36 4 130 74
126 9 39 4 1 105 151
127 22 43 51 5 170 104
128 47 36 76 14 106 31
129 35 24 69 12 185 70
130 33 31 57 11 40 134
131 38 3 49 7 102 138
132 9 13 33 6 93 130
133 42 32 33 1 118 146
134 44 31 17 3 245 112
135 21 9 36 2 97 88
136 6 40 65 6 79 201
137 48 28 53 10 200 84
138 49 8 50 1 221 173
139 45 41 39 7 125 111
140 41 29 59 10 129 95
141 39 3 20 3 154 144
142 27 31 59 4 73 101
143 34 47 37 5 233 80
144 21 39 53 4 76 156
145 49 7 35 4 213 151
146 34 24 81 16 172 75
147 5 31 76 8 41 45
148 6 3 58 10 167 221
149 23 38 62 8 220 65
150 50 5 82 7 121 169
151 49 28 43 7 79 197
152 30 48 91 13 15 141
153 40 9 65 12 149 110
154 13 7 34 2 135 263
155 16 48 60 4 114 94
156 24 27 87 15 13 52
157 41 22 62 9 218 159
158 27 33 41 8 183 79
159 1 42 38 6 104 64
160 48 19 28 2 121 219
161 10 9 31 3 75 111
162 26 22 11 2 176 286
163 31 30 38 6 258 182
164 31 44 48 6 213 61
165 14 7 54 2 180 208
166 50 16 59 6 201 227
167 38 45 54 3 131 201
168 50 40 57 5 187 170
169 34 15 22 1 184 258
170 38 9 64 3 194 156
171 17 29 64 8 165 102
172 38 25 38 7 64 224
173 10 43 83 4 164 121
174 13 31 84 2 77 81
175 11 2 37 3 71 137
176 11 33 46 3 234 80
177 25 37 39 5 260 214
178 43 36 56 1 147 235
179 46 4 71 3 125 105
180 39 41 63 8 138 53
181 22 10 62 8 55 56
182 44 23 31 1 222 268
183 44 19 33 2 248 249
184 41 4 34 5 152 184
185 8 6 73 9 200 140
186 4 26 16 1 277 125
187 39 21 45 1 75 163
188 9 41 67 3 91 70
189 44 48 61 3 216 138
190 21 36 50 7 242 74
191 23 30 33 6 209 217
192 32 2 74 5 169 109
193 20 18 34 2 84 93
194 44 3 64 11 151 75
195 27 8 46 5 77 123
196 9 43 66 6 33 83
197 38 31 89 11 22 163
198 10 45 19 3 199 250
199 3 35 59 6 131 145
200 9 15 44 8 244 203
